address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"Webster St San Francisco, CA 94123",3,3,0,zillow_sf,http://www.zillow.com/homedetails/Webster-St-San-Francisco-CA-94123/2101286597_zpid/,-122.433,37.7945,86.0685,,,1,,rental,9500,open,,,2015-08-27,Pacific Heights,62,SF
"85 Brentwood Ave, San Francisco, CA 94127",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/85-Brentwood-Ave-San-Francisco-CA-94127/15137603_zpid/,-122.456,37.734,162.069,1927,0,1,,rental,5900,closed,,2015-10-13,,Westwood Highlands,84,SF
"15th Ave San Francisco, CA 94116",4,3,0,zillow_sf,http://www.zillow.com/homedetails/15th-Ave-San-Francisco-CA-94116/2101270883_zpid/,-122.472,37.7526,157.779,,,1,,rental,5500,open,,,2015-08-29,Golden Gate Heights,24,SF
"209 Ashbury St, San Francisco, CA 94117",2,1,1100,zillow_sf,http://www.zillow.com/homedetails/209-Ashbury-St-San-Francisco-CA-94117/2101269163_zpid/,-122.448,37.7736,81.5062,,,1,,rental,6500,closed,39,2015-10-07,2015-08-29,North Panhandle,55,SF
"136A Belvedere St, San Francisco, CA 94117",4,2,1600,zillow_sf,http://www.zillow.com/homedetails/136A-Belvedere-St-San-Francisco-CA-94117/15087102_zpid/,-122.449,37.768,97.3549,,,1,,rental,9000,open,,,2015-08-30,Haight Ashbury,26,SF
"2590 Diamond St, San Francisco, CA 94131",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2590-Diamond-St-San-Francisco-CA-94131/15184578_zpid/,-122.435,37.7374,95.7136,,,1,,rental,5200,open,,,2015-08-31,Glen Park,23,SF
"62 Cragmont Ave, San Francisco, CA 94116",3,2,1800,zillow_sf,http://www.zillow.com/homedetails/62-Cragmont-Ave-San-Francisco-CA-94116/15115392_zpid/,-122.467,37.7501,216.689,1954,0,1,,rental,6495,open,,,2015-10-10,Golden Gate Heights,24,SF
"269 Molimo Dr, San Francisco, CA 94127",3,2,1456,zillow_sf,http://www.zillow.com/homedetails/269-Molimo-Dr-San-Francisco-CA-94127/15135994_zpid/,-122.451,37.7365,190.489,,,1,,rental,4250,open,,,2015-09-05,Miraloma Park,47,SF
"582 45th Ave, San Francisco, CA 94121",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/582-45th-Ave-San-Francisco-CA-94121/15093093_zpid/,-122.506,37.7775,64.2039,,,1,,rental,5950,open,,,2015-09-02,Outer Richmond,60,SF
"1301 Fulton St APT 207, San Francisco, CA 94117",2,1,925,zillow_sf,http://www.zillow.com/homedetails/1301-Fulton-St-APT-207-San-Francisco-CA-94117/15085639_zpid/,-122.439,37.7767,63.588,,,2,,rental,3800,open,,,2015-09-01,Alamo Square,1,SF
"1301 Fulton St APT 207, San Francisco, CA 94117",2,1,925,zillow_sf,http://www.zillow.com/homedetails/1301-Fulton-St-APT-207-San-Francisco-CA-94117/15085639_zpid/,-122.439,37.7767,63.588,,,2,,rental,3800,open,,,2015-09-01,North Panhandle,55,SF
"330 Hazelwood Ave, San Francisco, CA 94127",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/330-Hazelwood-Ave-San-Francisco-CA-94127/15137622_zpid/,-122.455,37.7335,153.607,,,1,,rental,4595,open,,,2015-09-04,Westwood Highlands,84,SF
"355 Buena Vista Ave E UNIT 207, San Francisco, CA 94117",1,1,781,zillow_sf,http://www.zillow.com/homedetails/355-Buena-Vista-Ave-E-UNIT-207-San-Francisco-CA-94117/15126722_zpid/,-122.44,37.7673,130.553,1986,0,1,,rental,3800,open,,,2015-10-01,Buena Vista Park/Ashbury Heights,6,SF
"1931 44th Ave, San Francisco, CA 94116",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/1931-44th-Ave-San-Francisco-CA-94116/15113903_zpid/,-122.503,37.7506,18.7975,1947,0,1,,rental,3900,open,,,2015-10-05,Outer Parkside,59,SF
"141 Connecticut St, San Francisco, CA 94107",4,2,3600,zillow_sf,http://www.zillow.com/homedetails/141-Connecticut-St-San-Francisco-CA-94107/15148934_zpid/,-122.397,37.7642,16.976,,,1,,rental,11500,open,,,2014-07-11,Potrero Hill,67,SF
"2207 Pine St, San Francisco, CA 94115",3,1,1516,zillow_sf,http://www.zillow.com/homedetails/2207-Pine-St-San-Francisco-CA-94115/53734144_zpid/,-122.432,37.788,62.79,1900,0,1,,rental,5995,closed,32,2015-10-07,2015-09-05,Lower Pacific Heights,42,SF
"45 Clipper St, San Francisco, CA 94114",2,1,915,zillow_sf,http://www.zillow.com/homedetails/45-Clipper-St-San-Francisco-CA-94114/64972939_zpid/,-122.426,37.7491,55.0362,,,1,,rental,5500,closed,32,2015-10-09,2015-09-07,Noe Valley,53,SF
"1284 28th Ave, San Francisco, CA 94122",3,1,1750,zillow_sf,http://www.zillow.com/homedetails/1284-28th-Ave-San-Francisco-CA-94122/15101700_zpid/,-122.487,37.7635,61.9136,,,1,,rental,4975,closed,23,2015-10-07,2015-09-14,Central Sunset,8,SF
"42 States St, San Francisco, CA 94114",4,3,2879,zillow_sf,http://www.zillow.com/homedetails/42-States-St-San-Francisco-CA-94114/59700322_zpid/,-122.436,37.7636,67.4907,2001,1,1,,rental,9995,closed,18,2015-10-28,2015-10-10,Corona Heights,10,SF
"156 Onondaga Ave, San Francisco, CA 94112",3,2,1600,zillow_sf,http://www.zillow.com/homedetails/156-Onondaga-Ave-San-Francisco-CA-94112/15188201_zpid/,-122.441,37.7226,52.5529,,,1,,rental,4600,closed,29,2015-10-06,2015-09-07,Mission Terrace,50,SF
"60 Cragmont Ave, San Francisco, CA 94116",3,3,2300,zillow_sf,http://www.zillow.com/homedetails/60-Cragmont-Ave-San-Francisco-CA-94116/15115394_zpid/,-122.467,37.7502,216.359,1967,0,1,,rental,7400,closed,23,2015-10-07,2015-09-14,Golden Gate Heights,24,SF
"1083 Clay St APT 301, San Francisco, CA 94108",1,1,915,zillow_sf,http://www.zillow.com/homedetails/1083-Clay-St-APT-301-San-Francisco-CA-94108/63196295_zpid/,-122.411,37.7936,70.3371,,,3,,rental,3700,closed,,2015-10-09,,Nob Hill,93,SF
"601 Van Ness Ave APT 1006, San Francisco, CA 94102",1,1,718,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-1006-San-Francisco-CA-94102/15077916_zpid/,-122.421,37.7812,24.455,,,10,1,rental,3600,closed,29,2015-10-01,2015-09-02,Van Ness/Civic Center,80,SF
"3042 Jackson St APT 1, San Francisco, CA 94115",4,2,2265,zillow_sf,http://www.zillow.com/homedetails/3042-Jackson-St-APT-1-San-Francisco-CA-94115/64972277_zpid/,-122.445,37.7914,110.095,,,1,,rental,11000,closed,,2015-10-09,,Pacific Heights,62,SF
"981 Ingerson Ave, San Francisco, CA 94124",4,3,1550,zillow_sf,http://www.zillow.com/homedetails/981-Ingerson-Ave-San-Francisco-CA-94124/15154852_zpid/,-122.393,37.7188,27.5464,,,1,,rental,5300,closed,23,2015-10-01,2015-09-08,Bayview,4,SF
"821 Folsom St APT 201, San Francisco, CA 94107",1,1,685,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-APT-201-San-Francisco-CA-94107/80736506_zpid/,-122.402,37.7815,4.54098,2004,0,2,,rental,4150,closed,11,2015-10-28,2015-10-17,Yerba Buena,19,SF
"250 King St UNIT 1316, San Francisco, CA 94107",2,2,1400,zillow_sf,http://www.zillow.com/homedetails/250-King-St-UNIT-1316-San-Francisco-CA-94107/69819473_zpid/,-122.393,37.7782,5.82981,,,1,1,rental,5500,closed,45,2015-10-05,2015-08-21,South Beach,74,SF
"725 Pine St APT 301, San Francisco, CA 94108",1,1,550,zillow_sf,http://www.zillow.com/homedetails/725-Pine-St-APT-301-San-Francisco-CA-94108/82785250_zpid/,-122.408,37.791,52.1983,,,3,1,rental,3090,closed,33,2015-10-06,2015-09-03,Downtown,14,SF
"725 Pine St APT 301, San Francisco, CA 94108",1,1,550,zillow_sf,http://www.zillow.com/homedetails/725-Pine-St-APT-301-San-Francisco-CA-94108/82785250_zpid/,-122.408,37.791,52.1983,,,3,1,rental,3090,closed,33,2015-10-06,2015-09-03,Financial District/Barbary Coast,18,SF
"2443 Clement St # 7, San Francisco, CA 94121",2,2,0,zillow_sf,http://www.zillow.com/homedetails/2443-Clement-St-7-San-Francisco-CA-94121/2140944175_zpid/,-122.486,37.7818,44.4868,,,1,,rental,3600,closed,10,2015-10-03,2015-09-23,Central Richmond,7,SF
"235 Roosevelt Way, San Francisco, CA 94114",2,1,785,zillow_sf,http://www.zillow.com/homedetails/235-Roosevelt-Way-San-Francisco-CA-94114/69819062_zpid/,-122.44,37.7659,113.74,,,1,,rental,4150,open,,,2015-09-07,Corona Heights,10,SF
"266 5th Ave # 3, San Francisco, CA 94118",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/266-5th-Ave-3-San-Francisco-CA-94118/2132318123_zpid/,-122.463,37.7836,57.8585,2009,1,1,,rental,5500,closed,43,2015-10-20,2015-09-07,Inner Richmond,35,SF
"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,1,1,rental,3900,closed,33,2015-10-05,2015-09-02,Yerba Buena,19,SF
"301 Main St, San Francisco, CA 94105",1,2,1000,zillow_sf,http://www.zillow.com/homedetails/301-Main-St-San-Francisco-CA-94105/2117405691_zpid/,-122.391,37.7895,0.0,2008,0,1,1,rental,5800,closed,21,2015-10-28,2015-10-07,South Beach,74,SF
"2300 Broadway St, San Francisco, CA 94115",3,3,4084,zillow_sf,http://www.zillow.com/homedetails/2300-Broadway-St-San-Francisco-CA-94115/15072582_zpid/,-122.435,37.7945,79.7366,1988,0,1,,rental,25000,closed,51,2015-10-28,2015-09-07,Pacific Heights,62,SF
"43 Varennes St, San Francisco, CA 94133",2,1,874,zillow_sf,http://www.zillow.com/homedetails/43-Varennes-St-San-Francisco-CA-94133/119684964_zpid/,-122.407,37.8003,38.596,,,1,,rental,5200,open,,,2015-09-01,Telegraph Hill,78,SF
"1218 Leavenworth St, San Francisco, CA 94109",1,1,702,zillow_sf,http://www.zillow.com/homedetails/1218-Leavenworth-St-San-Francisco-CA-94109/2114055597_zpid/,-122.416,37.7925,95.5141,,,1,,rental,4200,open,,,2015-09-05,Nob Hill,93,SF
"825 Minnesota St APT 4, San Francisco, CA 94107",1,1,885,zillow_sf,http://www.zillow.com/homedetails/825-Minnesota-St-APT-4-San-Francisco-CA-94107/64969374_zpid/,-122.39,37.76,15.8167,,,1,,rental,3400,open,,,2015-09-05,Central Waterfront/Dogpatch,89,SF
"Broadway San Francisco, CA 94109",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/Broadway-San-Francisco-CA-94109/2108502917_zpid/,-122.422,37.7959,45.5294,,,1,,rental,7880,closed,32,2015-10-03,2015-09-01,Nob Hill,93,SF
"109 Alpine Ter, San Francisco, CA 94117",4,5,2182,zillow_sf,http://www.zillow.com/homedetails/109-Alpine-Ter-San-Francisco-CA-94117/15126971_zpid/,-122.437,37.7688,101.11,2011,1,1,,rental,22950,closed,19,2015-10-28,2015-10-09,Buena Vista Park/Ashbury Heights,6,SF
"Brannan St San Francisco, CA 94107",3,2,1516,zillow_sf,http://www.zillow.com/homedetails/Brannan-St-San-Francisco-CA-94107/2105369279_zpid/,-122.395,37.7799,6.253,,,1,,rental,6500,closed,9,2015-10-01,2015-09-22,South Beach,74,SF
"53 Stanford Heights Ave, San Francisco, CA 94127",2,1,963,zillow_sf,http://www.zillow.com/homedetails/53-Stanford-Heights-Ave-San-Francisco-CA-94127/15136290_zpid/,-122.45,37.7348,159.803,1960,0,1,,rental,4000,closed,40,2015-10-28,2015-09-18,Miraloma Park,47,SF
"1371 Palou Ave, San Francisco, CA 94124",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/1371-Palou-Ave-San-Francisco-CA-94124/15153741_zpid/,-122.387,37.7313,31.8867,1900,0,1,,rental,4200,closed,55,2015-10-28,2015-09-03,Bayview,4,SF
"219 Brannan St, San Francisco, CA 94107",1,1,1266,zillow_sf,http://www.zillow.com/homedetails/219-Brannan-St-San-Francisco-CA-94107/2103743941_zpid/,-122.39,37.783,4.0227,,,1,1,rental,4550,open,,,2015-05-27,South Beach,74,SF
"179 Chattanooga St, San Francisco, CA 94114",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/179-Chattanooga-St-San-Francisco-CA-94114/2103720107_zpid/,-122.426,37.7537,47.3367,,,1,,rental,4000,closed,33,2015-10-03,2015-08-31,Noe Valley,53,SF
"653 28th St, San Francisco, CA 94131",3,1,1400,zillow_sf,http://www.zillow.com/homedetails/653-28th-St-San-Francisco-CA-94131/15199488_zpid/,-122.437,37.7444,154.737,1940,0,1,,rental,6500,closed,71,2015-10-28,2015-08-18,Noe Valley,53,SF
"388 Townsend St APT 6, San Francisco, CA 94107",1,2,904,zillow_sf,http://www.zillow.com/homedetails/388-Townsend-St-APT-6-San-Francisco-CA-94107/2101296561_zpid/,-122.397,37.7759,2.76722,,,1,,rental,3995,closed,44,2015-10-09,2015-08-26,South of Market,75,SF
"695 5th St APT 12, San Francisco, CA 94107",1,2,961,zillow_sf,http://www.zillow.com/homedetails/695-5th-St-APT-12-San-Francisco-CA-94107/2101257569_zpid/,-122.397,37.7757,2.80751,1999,0,1,,rental,3995,closed,32,2015-10-28,2015-09-26,South of Market,75,SF
"11th Ave San Francisco, CA 94122",3,2,2105,zillow_sf,http://www.zillow.com/homedetails/11th-Ave-San-Francisco-CA-94122/2101246371_zpid/,-122.469,37.7659,72.8103,,,1,,rental,7000,open,,,2015-09-01,Golden Gate Park,25,SF
"11th Ave San Francisco, CA 94122",3,2,2105,zillow_sf,http://www.zillow.com/homedetails/11th-Ave-San-Francisco-CA-94122/2101246371_zpid/,-122.469,37.7659,72.8103,,,1,,rental,7000,open,,,2015-09-01,Inner Sunset,36,SF
"158 Taraval St, San Francisco, CA 94116",2,2,1345,zillow_sf,http://www.zillow.com/homedetails/158-Taraval-St-San-Francisco-CA-94116/15134082_zpid/,-122.467,37.7437,140.234,,,1,,rental,3950,closed,17,2015-10-09,2015-09-22,Forest Hill,20,SF
"432 Frederick St, San Francisco, CA 94117",1,1,800,zillow_sf,http://www.zillow.com/homedetails/432-Frederick-St-San-Francisco-CA-94117/2101246860_zpid/,-122.451,37.7666,89.5566,,,1,,rental,3395,open,,,2015-09-01,Cole Valley/Parnassus Heights,64,SF
"2154 Market St APT C, San Francisco, CA 94114",1,1,455,zillow_sf,http://www.zillow.com/homedetails/2154-Market-St-APT-C-San-Francisco-CA-94114/2101338545_zpid/,-122.43,37.7669,33.3263,,,1,,rental,2750,open,,,2015-09-04,Duboce Triangle,15,SF
"46 Potomac St, San Francisco, CA 94117",2,1,1350,zillow_sf,http://www.zillow.com/homedetails/46-Potomac-St-San-Francisco-CA-94117/2101230147_zpid/,-122.433,37.77,49.688,,,1,,rental,5000,open,,,2015-09-02,Hayes Valley,27,SF
"620 11th Ave, San Francisco, CA 94118",3,1,2340,zillow_sf,http://www.zillow.com/homedetails/620-11th-Ave-San-Francisco-CA-94118/15098209_zpid/,-122.469,37.7766,69.107,,,1,,rental,4950,closed,30,2015-10-03,2015-09-03,Inner Richmond,35,SF
"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101215188_zpid/,-122.411,37.8041,13.2475,,,1,,rental,6200,open,,,2015-09-03,North Beach,54,SF
"37 Diamond St, San Francisco, CA 94114",3,3,1900,zillow_sf,http://www.zillow.com/homedetails/37-Diamond-St-San-Francisco-CA-94114/2101210809_zpid/,-122.437,37.7619,42.9231,,,1,,rental,6995,closed,16,2015-10-07,2015-09-21,Corona Heights,10,SF
"37 Diamond St, San Francisco, CA 94114",3,3,1900,zillow_sf,http://www.zillow.com/homedetails/37-Diamond-St-San-Francisco-CA-94114/2101210809_zpid/,-122.437,37.7619,42.9231,,,1,,rental,6995,closed,16,2015-10-07,2015-09-21,Eureka Valley / Dolores Heights,16,SF
"Gilbert St San Francisco, CA 94103",2,2,1540,zillow_sf,http://www.zillow.com/homedetails/Gilbert-St-San-Francisco-CA-94103/2101207999_zpid/,-122.403,37.7735,4.16248,,0,1,,rental,6200,closed,30,2015-10-04,2015-09-04,South of Market,75,SF
"610 Waller St, San Francisco, CA 94117",2,1,0,zillow_sf,http://www.zillow.com/homedetails/610-Waller-St-San-Francisco-CA-94117/2101207449_zpid/,-122.434,37.7707,50.5041,,,1,,rental,4300,closed,29,2015-10-03,2015-09-04,Hayes Valley,27,SF
"Jefferson St San Francisco, CA 94123",2,2,2193,zillow_sf,http://www.zillow.com/homedetails/Jefferson-St-San-Francisco-CA-94123/2101205609_zpid/,-122.442,37.8049,5.20921,1935,0,1,,rental,8000,closed,4,2015-10-04,2015-09-30,Marina,43,SF
"25 Dolores Ter, San Francisco, CA 94110",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/25-Dolores-Ter-San-Francisco-CA-94110/2101203877_zpid/,-122.425,37.7627,12.908,2015,0,1,,rental,8000,closed,15,2015-10-28,2015-10-13,Mission Dolores,49,SF
"2309A California St, San Francisco, CA 94115",2,1,1530,zillow_sf,http://www.zillow.com/homedetails/2309A-California-St-San-Francisco-CA-94115/2101199127_zpid/,-122.433,37.7888,66.5177,1900,0,1,,rental,6500,closed,,2015-10-28,,Lower Pacific Heights,42,SF
"168 Clinton Park, San Francisco, CA 94103",1,1,0,zillow_sf,http://www.zillow.com/homedetails/168-Clinton-Park-San-Francisco-CA-94103/2101198541_zpid/,-122.424,37.7693,21.4311,,,1,,rental,3300,closed,11,2015-10-04,2015-09-23,Mission Dolores,49,SF
"112 Ripley St, San Francisco, CA 94110",1,1,574,zillow_sf,http://www.zillow.com/homedetails/112-Ripley-St-San-Francisco-CA-94110/2101198723_zpid/,-122.413,37.744,71.7004,,,1,,rental,3100,open,,,2015-09-05,Bernal Heights,5,SF
"Sacramento St San Francisco, CA 94115",3,4,2100,zillow_sf,http://www.zillow.com/homedetails/Sacramento-St-San-Francisco-CA-94115/2101196862_zpid/,-122.429,37.7905,94.6615,1964,0,1,,rental,8750,closed,24,2015-10-04,2015-09-10,Pacific Heights,62,SF
"Fell St San Francisco, CA 94117",0,1,327,zillow_sf,http://www.zillow.com/homedetails/Fell-St-San-Francisco-CA-94117/2101198070_zpid/,-122.442,37.7735,67.8305,,,1,,rental,3595,closed,28,2015-10-04,2015-09-06,North Panhandle,55,SF
"2691 45th Ave, San Francisco, CA 94116",2,1,1400,zillow_sf,http://www.zillow.com/homedetails/2691-45th-Ave-San-Francisco-CA-94116/15124591_zpid/,-122.503,37.7364,11.4054,,,1,,rental,3750,closed,29,2015-10-05,2015-09-06,Outer Parkside,59,SF
"700 Valencia St APT 8, San Francisco, CA 94110",3,3,1068,zillow_sf,http://www.zillow.com/homedetails/700-Valencia-St-APT-8-San-Francisco-CA-94110/119685865_zpid/,-122.422,37.7616,6.56237,2011,1,1,,rental,8200,closed,31,2015-10-07,2015-09-06,Mission Dolores,49,SF
"1921 Jefferson St APT 305, San Francisco, CA 94123",2,2,934,zillow_sf,http://www.zillow.com/homedetails/1921-Jefferson-St-APT-305-San-Francisco-CA-94123/15079692_zpid/,-122.444,37.8044,6.60398,,,3,,rental,5200,open,,,2015-09-06,Marina,43,SF
"Great Hwy San Francisco, CA 94116",2,1,700,zillow_sf,http://www.zillow.com/homedetails/Great-Hwy-San-Francisco-CA-94116/2101191975_zpid/,-122.507,37.7417,8.91612,,,1,,rental,3175,open,,,2015-09-07,Outer Parkside,59,SF
"45 Clipper St # A, San Francisco, CA 94114",1,1,750,zillow_sf,http://www.zillow.com/homedetails/45-Clipper-St-A-San-Francisco-CA-94114/2101192608_zpid/,-122.426,37.7491,55.0362,,,1,,rental,4400,closed,27,2015-10-09,2015-09-12,Noe Valley,53,SF
"355 Bryant St UNIT 108, San Francisco, CA 94107",2,3,2853,zillow_sf,http://www.zillow.com/homedetails/355-Bryant-St-UNIT-108-San-Francisco-CA-94107/80750865_zpid/,-122.392,37.7836,15.8649,,,1,,rental,15675,open,,,2015-09-16,South Beach,74,SF
"1562 Dolores St, San Francisco, CA 94110",3,2,1400,zillow_sf,http://www.zillow.com/homedetails/1562-Dolores-St-San-Francisco-CA-94110/15183140_zpid/,-122.425,37.7443,46.2503,1900,1,1,,rental,5895,open,,,2015-09-16,Noe Valley,53,SF
"2157 20th Ave, San Francisco, CA 94116",2,1,1700,zillow_sf,http://www.zillow.com/homedetails/2157-20th-Ave-San-Francisco-CA-94116/15117925_zpid/,-122.477,37.7475,136.379,1926,0,1,,rental,3500,open,,,2015-09-12,Parkside,63,SF
"1050 Filbert St, San Francisco, CA 94133",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/1050-Filbert-St-San-Francisco-CA-94133/15065351_zpid/,-122.417,37.8007,47.6711,1907,0,1,,rental,13500,open,,,2015-09-10,Russian Hill,70,SF
"242 Cayuga Ave, San Francisco, CA 94112",2,1,1474,zillow_sf,http://www.zillow.com/homedetails/242-Cayuga-Ave-San-Francisco-CA-94112/15186431_zpid/,-122.434,37.7306,38.3822,1931,1,1,,rental,3950,open,,,2015-09-24,Mission Terrace,50,SF
"333 Bush St, San Francisco, CA 94104",2,2,1250,zillow_sf,http://www.zillow.com/homedetails/333-Bush-St-San-Francisco-CA-94104/15069263_zpid/,-122.403,37.7906,11.6944,1987,0,1,,rental,5200,open,,,2015-10-07,Financial District/Barbary Coast,18,SF
"2077 Jackson St APT 304, San Francisco, CA 94109",1,1,750,zillow_sf,http://www.zillow.com/homedetails/2077-Jackson-St-APT-304-San-Francisco-CA-94109/15073942_zpid/,-122.429,37.7929,89.5776,1959,0,3,,rental,4495,open,,,2015-09-29,Pacific Heights,62,SF
"145 Gardenside Dr APT 7, San Francisco, CA 94131",2,1,1080,zillow_sf,http://www.zillow.com/homedetails/145-Gardenside-Dr-APT-7-San-Francisco-CA-94131/15132788_zpid/,-122.445,37.7543,205.141,,,1,,rental,3960,open,,,2015-09-10,Twin Peaks,79,SF
"37 Maddux Ave, San Francisco, CA 94124",4,2,850,zillow_sf,http://www.zillow.com/homedetails/37-Maddux-Ave-San-Francisco-CA-94124/15158196_zpid/,-122.398,37.7346,60.0278,1943,0,1,,rental,4500,open,,,2015-09-23,Silver Terrace,73,SF
"89 Vienna St, San Francisco, CA 94112",2,1,900,zillow_sf,http://www.zillow.com/homedetails/89-Vienna-St-San-Francisco-CA-94112/15167681_zpid/,-122.425,37.7268,110.641,1900,0,1,,rental,3900,open,,,2015-10-08,Excelsior,17,SF
"169 Hancock St, San Francisco, CA 94114",2,1,1270,zillow_sf,http://www.zillow.com/homedetails/169-Hancock-St-San-Francisco-CA-94114/15144485_zpid/,-122.432,37.76,36.3564,,,1,,rental,5000,closed,3,2015-10-07,2015-10-04,Eureka Valley / Dolores Heights,16,SF
"430 Capistrano Ave, San Francisco, CA 94112",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/430-Capistrano-Ave-San-Francisco-CA-94112/15141129_zpid/,-122.439,37.7252,44.4608,1924,0,1,,rental,4300,closed,28,2015-10-28,2015-09-30,Mission Terrace,50,SF
"135 Whitney St, San Francisco, CA 94131",4,3,2900,zillow_sf,http://www.zillow.com/homedetails/135-Whitney-St-San-Francisco-CA-94131/15183977_zpid/,-122.427,37.7392,83.2013,2010,0,1,,rental,10000,closed,22,2015-10-07,2015-09-15,Glen Park,23,SF
"310 Stanyan St APT 101, San Francisco, CA 94118",1,1,754,zillow_sf,http://www.zillow.com/homedetails/310-Stanyan-St-APT-101-San-Francisco-CA-94118/15085405_zpid/,-122.454,37.7754,96.146,1964,0,1,,rental,3200,closed,31,2015-10-13,2015-09-12,Lone Mountain,41,SF
"8400 Oceanview Ter APT 216, San Francisco, CA 94132",1,1,514,zillow_sf,http://www.zillow.com/homedetails/8400-Oceanview-Ter-APT-216-San-Francisco-CA-94132/67394905_zpid/,-122.468,37.7098,78.519,,,2,,rental,2400,open,,,2015-09-21,Ingleside Heights,31,SF
"27 Latona St, San Francisco, CA 94124",2,1,970,zillow_sf,http://www.zillow.com/homedetails/27-Latona-St-San-Francisco-CA-94124/15157659_zpid/,-122.392,37.732,32.4873,1960,0,1,,rental,3250,closed,21,2015-10-28,2015-10-07,Bayview,4,SF
"199 New Montgomery St UNIT 1006, San Francisco, CA 94105",1,1,787,zillow_sf,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1006-San-Francisco-CA-94105/80738327_zpid/,-122.399,37.7866,7.5217,,,1,1,rental,3850,closed,27,2015-10-01,2015-09-04,Yerba Buena,19,SF
"175 Bluxome St UNIT 324, San Francisco, CA 94107",2,2,995,zillow_sf,http://www.zillow.com/homedetails/175-Bluxome-St-UNIT-324-San-Francisco-CA-94107/80740080_zpid/,-122.4,37.7745,2.82011,1998,0,1,,rental,4500,closed,7,2015-10-07,2015-09-30,South of Market,75,SF
"950 Harrison St UNIT 115, San Francisco, CA 94107",1,1,911,zillow_sf,http://www.zillow.com/homedetails/950-Harrison-St-UNIT-115-San-Francisco-CA-94107/80734647_zpid/,-122.403,37.7783,2.40856,2000,0,1,,rental,4195,closed,26,2015-10-28,2015-10-02,South of Market,75,SF
"4658 18th St, San Francisco, CA 94114",3,3,1806,zillow_sf,http://www.zillow.com/homedetails/4658-18th-St-San-Francisco-CA-94114/15128528_zpid/,-122.442,37.7606,65.1047,1900,0,1,,rental,7900,closed,49,2015-10-28,2015-09-09,Eureka Valley / Dolores Heights,16,SF
"2611 Divisadero St, San Francisco, CA 94123",5,6,3426,zillow_sf,http://www.zillow.com/homedetails/2611-Divisadero-St-San-Francisco-CA-94123/15080810_zpid/,-122.442,37.7938,99.2501,1906,0,1,,rental,22000,closed,52,2015-10-03,2015-08-12,Pacific Heights,62,SF
"1314 Dolores St, San Francisco, CA 94110",3,1,1200,zillow_sf,http://www.zillow.com/homedetails/1314-Dolores-St-San-Francisco-CA-94110/89237789_zpid/,-122.425,37.7484,53.8907,1904,1,1,,rental,6500,closed,45,2015-10-28,2015-09-13,Noe Valley,53,SF
"1126 Ashbury St, San Francisco, CA 94117",2,1,1095,zillow_sf,http://www.zillow.com/homedetails/1126-Ashbury-St-San-Francisco-CA-94117/54854576_zpid/,-122.447,37.7627,134.112,,,1,,rental,4795,closed,,2015-10-11,,Buena Vista Park/Ashbury Heights,6,SF
"333 Main St UNIT 5J, San Francisco, CA 94105",1,1,824,zillow_sf,http://www.zillow.com/homedetails/333-Main-St-UNIT-5J-San-Francisco-CA-94105/2110781815_zpid/,-122.391,37.789,1.80794,2008,1,1,,rental,3450,closed,754,2015-10-28,2013-10-04,South Beach,74,SF
"325 Berry St APT 716, San Francisco, CA 94158",2,2,1208,zillow_sf,http://www.zillow.com/homedetails/325-Berry-St-APT-716-San-Francisco-CA-94158/82786571_zpid/,-122.396,37.7736,2.45283,,,7,,rental,5100,closed,9,2015-10-01,2015-09-22,South Beach,74,SF
"555 4th St, San Francisco, CA 94107",1,1,780,zillow_sf,http://www.zillow.com/homedetails/555-4th-St-San-Francisco-CA-94107/79844263_zpid/,-122.397,37.7795,3.48873,2006,1,1,,rental,3750,closed,49,2015-10-28,2015-09-09,South Beach,74,SF
"2555 Phelps St, San Francisco, CA 94124",2,1,2300,zillow_sf,http://www.zillow.com/homedetails/2555-Phelps-St-San-Francisco-CA-94124/2126210985_zpid/,-122.4,37.7294,15.9994,,,1,,rental,3600,open,,,2013-02-15,Silver Terrace,73,SF
