Address,Neighborhood,Bedrooms,Bathrooms,Price,Sqft,Term,Rented,Date,Source,URL
325 Berry Street #614,South Beach,1,1,3350,680,,TRUE,9/27/2013,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-614/
"255 King St San Francisco, CA 94107",South of Market,1,1,3620,680,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~7453242802464912730~JxfXkSCrRcITIWc_ton0JfMeuWGjtSv7ktcvxZd2DC9E6rXD_TG9cL7cHNQWWK9tSZeBJ7mVBiH4Sjj5rkKm65mZ6Gdo1FTVGEs4g8oTAJUCW4E5rXsxBrHo3pxAXlbZkTuTn2XOtmyT-hu47omdnlFfcM1PhQBtdQ4w2a352WJR7lwZHVFeN_RJtw2Aqqj3n_mgeCXt-9aKnAzFl8RaXr-Js2BqzZcynKfD-MlCdms9FSV2cG5mm4IbT_RfktQCXfJYknxiTDO0Pg-ildkUTkC6e-7fbtfw--VU0cgfg8Ya16ryN2cTzpbTM1YwpLRjWcyILqclqUdXuey34oUgOg==&rwebid=23013611&rhost
"1155 4th St San Francisco, CA 94158",Mission Bay,1,1,3647,682,,FALSE,4/17/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~7443030374278387132~2UzeUJMZwyEMfROONmTTLNJ7d7lv3FS3wZPb6K2v2f_2UviRX-i7SSlw6hPOQ4RDGu3xtPd5BU1VfcSWncpsTED7gtNlk9cqefKOH93cxm3U1WZY5ElZ0EQTephsZVJSYzD3hvQoZRjiBhweIy8KZIfxOnnSl4Dk4q9aMoYXQKSJNqQaMJBwVPFsVJFgTPP_5bJGTKVaPDujGDIPV6QAg-Cir0kfXSwzwFYghRqTYQO9CbfzZsKokm1li_CMoPxhmnifhzJ3CZTj7IrGMX_PnS4xkJDYak-6F7Cpxin5cFUL6DNJEWk00kAuH9OXw_PDprsXGZ-0PIIvRP9xDwO-ig==&rwebid=23144389&rhost
"690 Long Bridge St San Francisco, CA 94158",Mission Bay,1,1,4800,682,,FALSE,5/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~4291628406534905919~4YFxSYbWmesSyV5CnSuPgB66s95vethPVI5PYYc9ExjjEiHkkRXB9L8jfpqfUuTJnOyK7SsTHyiGSO95ADd2NToaf6HEu6xePQ0wD6OmzOv1N0sakrHm7o2cWwbsylzPsq0wpK9MGTO8H393_DatjwpBeYVGEN_xQffF90KvRuvlAO_fDMPNgMEleNyo0a-L25Ju9xKrN1h9G1s50hP6UclWkKcEm3QHYgCu7m3jktEGAVudR8T47TnrYhEdfxxK8KwwCd5TCkomoHyrjr76xq2H2Mp6TzIGBGJyaHUvEYIxsVjzjfhYptN7rKor1L2b3PtfXKQHc9PY3JPRqpdRvg==&rwebid=23334540&rhost
"690 Long Bridge St San Francisco, CA 94158",Mission Bay,1,1,3800,682,,FALSE,5/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~5885565214528828680~DpjgndE3XksbAMmMP03xp5K-ciTJ1AezDv1irU5_0pkzZdXODYbffwZhzxN4jEGdFLDvMDTAqFeNChULwPaVay9GUh2V7ihUiXo9_Y7zqismcoN9GEnW24rwKx5efYUlD72Tt38DcBhl7FmnZxgwA_YnjXkxlR5Dhto0d7GZbL_JDSzcV_XhqB3yJb4b9LEc12RFJOqkrlhsfBv7QuOFfyZCXyKzTHR4SmkhENSlceomiRgPaydKLQTc06MzVv9ZeYWwnswOZ3nu2zIm8ENwVmmmmBMD4gf0qXGFWOhAVFl7Ms6IvLM5vfprgt9W85-H4IZdv-Tfvi0vHGolQ7WpFQ==&rwebid=23335557&rhost
"690 Long Bridge St San Francisco, CA 94158",Mission Bay,1,1,3800,682,,FALSE,5/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~7633145592455144839~kXeV9YWNyaNfZOLVgf-yjo1C3BCXKWmx0yTpa0KS277V32LWMjatsyVm4kuRiS7P8iSgTboCf0rQGPGJ_zHQSKFAFjBaMl6pzPJgUG_MQyfV3EnEJuMrHFoeekDQAFqUrdDhSIeBo560Q4q1NHk7oJfNS8RGP7yQ1iYiMB8VjlyPaBn26-1p7qShn8tDJwo6Xn8qXmKbXDiGOiDKjZ513e2siXRszqqw41de6izsRnB_Wyy8b3LNogxb5OV41jjEsE3QBFvGgMxEVmD4KI6st8dtL251Kf8kBQ_4entZNGtPy01cATADqkqMXkxiUG2UXw0wrYtToLhtsyJgx1n8kA==&rwebid=23543543&rhost
"690 Long Bridge St San Francisco, CA 94158",Mission Bay,1,1,4800,682,,FALSE,5/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~7381928335675330334~3SS2HiK6EBpOO6lRzOPeOoPVCKDLluhfsGnUDS_KICY3Si6vPwOxkzygugJlYDWwcNASTRvGm1PZTb62oF9tTh7RUXz4WGkvY491hZtFVuvWvIyCympNftsXDDuEHmHZH2Cvt219K3Tlz4_VKstWw-CfRraH557MJ-RAwKRZfS20fbD1d-8clGCy_-6GvLH-yhIjsm1SLBjHCe4vXQVkGJC-uSw7rgbwzO_aYq4Ff2MNuhqxWnagwS3CORE0NtLIqgI_zhD6FDqO3NYhFRNK9H04xc0nqJ2uxFRNFWucavsqwIBHmgbY6xrm4f3QqVcnDeLEiP9lsAtDDFWduRX2lA==&rwebid=23542555&rhost
"255 King St San Francisco, CA 94107",South of Market,1,1,3730,683,,FALSE,6/30/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~880511520785814599~TLf2GT8nHfUWb0UxPqHETTVqmXs8atjnyDTurMfAnqjcKJ25ZMMkjPgKcCLwI3H4RqwzEuukqe8FdnMeoWznFNBgM3sF5bPzAcnnTbmukYmZP0K-HmYT931fnfZXLvJ3jTnxw9jGg8KWqmiyMJ8yVgwcfT4G3hshgNX9BLyw-RHfixhgolNP0qfKbSwP9TmrDPrmLQoAPTwU_pdirTDEWCWZzuQKRz8WufLqqaXJvri-mWKpfJm7xV1jxDIG3xkzku5c9tx3lDzFnR2-FhujfOb8Fucbve63OGFWQ7WX0OfajXBPDw51xdSBRN3Xe-Nl972z9nfzi2MVCOQDG0H77Q==&rwebid=23012177&rhost
"255 King St San Francisco, CA 94107",South of Market,1,1,3730,683,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~880511520785814599~TLf2GT8nHfUWb0UxPqHETTVqmXs8atjnyDTurMfAnqjcKJ25ZMMkjPgKcCLwI3H4RqwzEuukqe8FdnMeoWznFNBgM3sF5bPzAcnnTbmukYmZP0K-HmYT931fnfZXLvJ3jTnxw9jGg8KWqmiyMJ8yVgwcfT4G3hshgNX9BLyw-RHfixhgolNP0qfKbSwP9TmrDPrmLQoAPTwU_pdirTDEWCWZzuQKRz8WufLqqaXJvri-mWKpfJm7xV1jxDIG3xkzku5c9tx3lDzFnR2-FhujfOb8Fucbve63OGFWQ7WX0OfajXBPDw51xdSBRN3Xe-Nl972z9nfzi2MVCOQDG0H77Q==&rwebid=23012177&rhost
"100 Van Ness Ave San Francisco, CA 94102",Van Ness - Civic Center,1,1,3500,683,,FALSE,12/11/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~2619630329170082442~Au0H3_wJR4QpPFUaYAn0tYBhSlaZ6O9YWKuNvxljYvoEyg35qEKsVPvtL5hOApETzxgxuYR9fmVKdjQWyVRfFBlSugw7bu7fmQ-2f3XJXfKaAFh_KAr2QuoDz9S93OxYG7WIZmT3tgMDnXQ_A0gqSkTMvEZyKqt0j-oXllJ8hByOeqpHqmchysJ1Dz2Nq9X5QxMsj0_-DJqI2b1ywq6SeRme0mG63HYYEJJGriptskbgaWhaHMvO_4CLAVz6yK_1ESzre9Knmvu2VAlmTT5CjPEhX2RdQQt1BYko8oYAxI9FXN2qz95gBZLyiZzxN-13j6jViy0JctglQNvugJz9Cw==&rwebid=23536424&rhost
"8 10th St San Francisco, CA 94103",South of Market,0,1,3910,687,,FALSE,2/10/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~8653121673298738451~YKLgMcc3-eHTgg21appTf5-yG8wzZHo0Qv8QJxoDOIQ7cvswxf7ROmS3oUVV2D-uOvGfSBZfyRt22wmfPwuU7ZcQGyCVpz87OOLBNKfCPnYglsc-KHTSoNE0HDZ7TtHNnXcKK37IU-gWgut4KOEr8bjuNaj17tKTQIH8In6BsPxjKjEDiLHKP3OCz28RccmojAhKDweNSl-Vw0soCt9dd19I0lNJmEoEJaINDa3kA0oXFM4jTyRq8tJ594nmx_wQgInqwHxKhKeDs57xyFDSqog6oaxEABXiXfpQt_2yHvu1e_9L-g7e7yzCgU74bPbtfdGrsQmPGj97d3jz_CXArQ==&rwebid=23190128&rhost
333 Fremont Street #412,South Beach,1,1,3400,689,,TRUE,6/11/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-412/
"8 10th St San Francisco, CA 94103",South of Market,1,1,5140,691,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~4466799575992569442~dq7VeZd0ojuBZWkSlcCO3dayR_3Y9mCfonJfBF-Hy_MXRPxTIC2aPhMVAKntQOdy8iepx_zr74-ROBwtu2ahkbMz3sMBPLoV1FnwgAxtkz1e5aI1hsBxj5WN8uY78ZmXR2OZ0-a1jJhcxfxYkRuP-qg1s6roZ7rFXibHCSc_Eb7O1x0eMFEYw2DsDFhv7qzhYort1Z5lr-7-CmQHWg3Hr79OgOwVamf0ZxMnEaXosyhQm5NYHVA8FOFc9chFdAeLaTOAU1iQMc5T9SkoAwOzHVPNoDclYqRgXBlS5y4pPr-RkWtG6KfB_7UuLi_33Ssg_VX7UKIH-_SzRzeE72bklQ==&rwebid=23185377&rhost
555 Fourth Street #312,South Beach,1,1,3500,694,,TRUE,5/27/2015,Climb SF,http://www.climbsf.com/for-rent/555-4th-st-312/
555 Fourth Street #928,South Beach,1,1,3500,694,,TRUE,6/21/2014,Climb SF,http://www.climbsf.com/for-rent/555-4th-st-928/
"3711 19th Ave San Francisco, CA 94132",Stonestown,1,1,2670,695,,FALSE,1/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~5142068822613170436~-EdIFNbZYSJFtH5QbGcgtEPbQtxgrCExdqJMzfEBTrFvq0RcfGklUJL-mZV-1A6AqLxyCZsiGef-KZwcSbIjNC6XLCOvUdnXudY6psO9S87Yij2uxPxDFjWNqLQjeD10doZOpY6VhOS18i9pCVfwQhqSQ-lH671gri9GwSS5WrrmDKvjKHWROvTUkXORAhPko13nY9lupIZ3aTRSmSTXQQxSTB1wSUyIsYKZdil8tLMqVS9kg96TnVHMKt-S-ov90I9odFR3WqfI2SSdUu7fgCwoF36jZqjAj0fh4BNR27nVS5gMkLUprHKgWhYL9wb7vNuhZQ1b5PVCpzZxEXrngg==&rwebid=22963588&rhost
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,1,1,3540,698,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~6600756071512514142~UVVMtIgzLC1dyx1AgJlMp1WwETw31MYA-5nTZ0Mlk6gYzMclLoPDIfUSyG3rrVDI9_k2-CLmn_n1wN925j50BrOdRPoA5lkTilVy3vUJXN5DGhPIraeQhbDFw2tleA9B4gxlVt0CtHQL9hedIZADto8c_T4hx--Myy8LTRvIlVapQOCs8d1jGW8qISSxajZ61x5MNFMMm11QpyG1UezSjE9585x57ghRPnqMJT8l9jhSwB53JrD6wPlkL2LOfz_urMmV1gQjxa4KFMjRWpUIE8gZcxn19XuzpglurlPXbZ9O1kXJRUYRMyOdR23G_5cYLWyS00CcFpJb6wwqEezVKg==&rwebid=23517708&rhost
720 York Street #214,Inner Mission,1,1,3500,700,,TRUE,12/2/2014,Climb SF,http://www.climbsf.com/for-rent/720-york-st-214/
1804 62nd Street #1,Berkeley,1,1,1850,700,,TRUE,11/8/2014,Climb SF,http://www.climbsf.com/for-rent/1804-62nd-st-1/
1804 62nd Street #4,Berkeley,1,1,2200,700,,TRUE,10/14/2014,Climb SF,http://www.climbsf.com/for-rent/1804-62nd-st-4/
"900 Folsom St San Francisco, CA 94107",South of Market,1,1.5,3657,703,,FALSE,2/16/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~1685252191925037158~xGecgDUzI_5L6uHveiCoxHi1TlmQdI9j9ejf-8ZPPfa-RmIyTUdoxQ2Qi7Rpm0ZeI5-6EWb3zMwkQ3mDcCcpPrwaUOu6YVweoFnZI5A1j-KwjhXB746hW3RBqQVCOiWefNIOybwDajBgpKi6k137URgOF-kqQJOZPsO72tOuDjgwqMHxJctweyhp6UXg7Db6tr9hbnKerVKw-6WVLj3HnN3o0qTlMHVxIJDYmIzEzHMjl-5gG5XxBCowpEzkDD_ebqtL5KD0_e6Hij9AtT4xOJnr9p01EDwiyXXNpjaQ8Z01pHsR1EzcEuf0zi1cFNwURXGJBfUqKVqxyULzlhkVgg==&rwebid=23352879&rhost
"100 Van Ness Ave San Francisco, CA 94102",Van Ness - Civic Center,1,1,3495,703,,FALSE,12/11/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~3642166362134594154~x5-REcljAHzdcwS8eEcQed0mcjJQwNtVnby1LQ7uUKumxxfkcQxGC4zGTNsYR9qWHoH6Ckvgft-LX6FdGfz2CZAD5ZTrQg1U0hkImYkP26tEuP6c3mCbZqOplHorn3-AdrnXWT3gtWu6vFIH8zAcgKql2xv--0ZQlQxORBL-BdvjTsTZlME3w98IXNl7E23vrfBGyQPQkFgqzrEN6R6wG-8O6kZDujkklz0WM1xjsod1S7ZCaw_OSn1qzEvnbLWzMuSdVyuyaZ2u5Y8-ZO3vg2UQ2JRAhObgpul-AsvILSQbaqOjMvl7ss6k87dQQFZWjc17-vYFdpVuUgtN7uSseA==&rwebid=23536961&rhost
"1 Polk St San Francisco, CA 94102",South of Market,1,1,4157,704,,FALSE,4/4/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~8496210340665446935~LY-w0-tWhygbzjcZU-VaxOu4FzCv_NBBe2Culcs9vgGcdfGDUpeVD6ufMFXep26CLsM_GcIT-t6jjbR598JQxwK0UrHQe1HIJHPOqXgOQNxZPw-37kEltZ0WDfERqL6MNGFjTDv2TzrJVXgsFBMVUyu4Ko3LFIZvtF1PZFP_-Q94VyQLJepPxFksh4KY-Z0mcjVUU7HNrJJR7c9kem8Z4Y95j5B9Lr7zoBYm1_DiHx3Pdnqz5gz43vsiSd0725CcJ-aYoKtvw8BiAQTF0NKXrvkk_4HDT-NDtgxOuDWw-x9XdxV3oRl2RwthIcbME28emtn8s13-GcSu8jw16WM1zA==&rwebid=23345257&rhost
"1 Polk St San Francisco, CA 94102",South of Market,1,1,4157,704,,FALSE,4/21/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~8496210340665446935~LY-w0-tWhygbzjcZU-VaxOu4FzCv_NBBe2Culcs9vgGcdfGDUpeVD6ufMFXep26CLsM_GcIT-t6jjbR598JQxwK0UrHQe1HIJHPOqXgOQNxZPw-37kEltZ0WDfERqL6MNGFjTDv2TzrJVXgsFBMVUyu4Ko3LFIZvtF1PZFP_-Q94VyQLJepPxFksh4KY-Z0mcjVUU7HNrJJR7c9kem8Z4Y95j5B9Lr7zoBYm1_DiHx3Pdnqz5gz43vsiSd0725CcJ-aYoKtvw8BiAQTF0NKXrvkk_4HDT-NDtgxOuDWw-x9XdxV3oRl2RwthIcbME28emtn8s13-GcSu8jw16WM1zA==&rwebid=23345257&rhost
425 1st Street #3305,Rincon Hill,1,1,3300,705,,TRUE,1/22/2014,Climb SF,http://www.climbsf.com/for-rent/425-1st-street-3305/
333 Fremont Street #802,South Beach,1,1,4275,706,,TRUE,6/15/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-802/
333 Fremont Street #405,South Beach,1,1,3675,706,,TRUE,5/6/2015,Climb SF,http://www.climbsf.com/for-rent/333-fremont-st-405/
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,1,1,3710,706,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~5251412292590240668~omchaGthk6tGxXdPGJm6mGWnjuiW1ioRyOnzkcfRTo8gCD_pNKvVOli7C30KUNDMOE7gBSxl8lQy6qCQfF-N0fTX8oiTtXo4mR1LNd3W8hI_seLBeAVzY_PZVqRtRJ1P_rNPrkuGpJxapt5-Bldo6mJRcE0CA3Ez7ftdIRPBg8VVK-Lsb3laAi2_rJOhdGJXBVvd8qga1R2Zsw1GeiJUGGXR9RyjUkevR2lkM1q76Bs-6JAwa_TqpKfk-tX_jdTF8zc3kjRLr8Oqb99BRp2sh1LfwEXorJ3IzFdmsry_hbA1vT9NOlqs1XzNnNWLVg5-jyfp9xWogp5dZbJR3ta2bA==&rwebid=23516502&rhost
"325 Octavia St San Francisco, CA 94102",Hayes Valley,1,1,4220,707,,FALSE,12/22/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~5478966107523308812~eTLpJhHlDH4OdOCOw6-5EdqCvVfTy6vKF8LzkwejaQR9_Ij17Ab3Ni_ExWZjMsQ_cJDfm3O8BSJDEwjnzx-ygekksFnJc-KLGK09bxKZKP3FgVDOJbj7kWwHL5GyJzgpCIC2XhMxTYx-69pPoZrnkm8dflu7aRqRij5J5zbAkvLumnouA331nDoCO_CWHExwe_vuA0xjrULSaBP69_oL9OQU8Ex3Jp8PbOF4hHqCf7XT7mtFB96EA8WYpvxCYuJJ3FiqCZmKfC4nrKwGHxINHNo6R5D2ElE5-HZpiWvsTd5u8jIBp25yw9Cayljb5gdaN4Omdf4SmfAzETOAiKfusw==&rwebid=22997717&rhost
333 1st Street #N305,Rincon Hill,1,1,3900,709,,TRUE,11/11/2014,Climb SF,http://www.climbsf.com/for-rent/333-1st-st-n305/
425 1st Street #2005,Rincon Hill,1,1,3600,710,,TRUE,11/4/2014,Climb SF,http://www.climbsf.com/for-rent/425-1st-st-2005/
"255 King St San Francisco, CA 94107",South of Market,1,1,3835,710,,FALSE,6/25/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~2709573386849086984~-R8eyv4l4WmXrwf_zOdk7c4VKB1WSBqmbYUN4t28WmeZGyHQn90Udu3Yzj3I7ufCu-v8sk-2TuGa9B8l4WlpNVNMTu21NPNBobr8VbKjwmTjUKxCaMSq2g3YSuQnCpjqnG_JXValLbCqvxg3I7HW6tDHQnu6UX8im1qoFfh0Ar0oz255_kl-bgLfoX9sMbu-_Qd6-a2NmuNrvWYGQGzP5CKovRj1yktVa0O8_pTOzhKLEZvjC0hYICxz8DQd8o7EXS8HIXRjVwOItj7UKfq3hVTCZGnwLsnPrDq-Or7mvHl7-yg0HfVkJbpmYim-W_3hwARiVETrXWiqsqC03iMDBw==&rwebid=23010810&rhost
"255 King St San Francisco, CA 94107",South of Market,1,1,3835,710,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~2709573386849086984~-R8eyv4l4WmXrwf_zOdk7c4VKB1WSBqmbYUN4t28WmeZGyHQn90Udu3Yzj3I7ufCu-v8sk-2TuGa9B8l4WlpNVNMTu21NPNBobr8VbKjwmTjUKxCaMSq2g3YSuQnCpjqnG_JXValLbCqvxg3I7HW6tDHQnu6UX8im1qoFfh0Ar0oz255_kl-bgLfoX9sMbu-_Qd6-a2NmuNrvWYGQGzP5CKovRj1yktVa0O8_pTOzhKLEZvjC0hYICxz8DQd8o7EXS8HIXRjVwOItj7UKfq3hVTCZGnwLsnPrDq-Or7mvHl7-yg0HfVkJbpmYim-W_3hwARiVETrXWiqsqC03iMDBw==&rwebid=23010810&rhost
1800 Van Ness Avenue #505,Nob Hill,1,1,3650,714,,TRUE,5/8/2015,Climb SF,http://www.climbsf.com/for-rent/1800-van-ness-ave-505/
250 King Street #776,Mission Bay,1,1,3500,714,,TRUE,2/3/2015,Climb SF,http://www.climbsf.com/for-rent/250-king-st-776/
250 King Street #536,Mission Bay,1,1,2975,714,,TRUE,1/7/2014,Climb SF,http://www.climbsf.com/for-rent/250-king-st-536/
50 Lansing Street #209,South Beach,1,1.5,2975,714,,TRUE,5/16/2013,Climb SF,http://www.climbsf.com/for-rent/50-lansing-st-209/
"55 9th St San Francisco, CA 94103",South of Market,1,1,3805,714,,FALSE,3/4/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~9129336145014451062~wAkH3LIZ2JCJ6DRpqM76WhXLdPkaMxRp5j1TAMZ5cfY3GH5wxp1drrTHv93dta2kGkoDuwJygGcvLpftCbD9UzBMAGwujiy8JzkKB4agnjCoIyvoEegc4dsXv-5k_P-iHr1EyY1mtG_INbSm3enQHiFNzXMIAMwJPaRhN3Of_QBN0DXgAU8_uyw9tijY74ByUJ0dRtWi29zJvB88lWwsTJYrD24rv3LwdNQHZNj9_mBcnGVXOKtPR8G6rFzUDbEvO4rlzRQRWR4M8UHOJzKKTaiifGlcKp4uYnxWDxJE0pUtEoMaEUQR2p2Jkzemx7Z9PFUQLLJmnTVLI44BiZV-gA==&rwebid=22993277&rhost
50 Lansing Street #108,South Beach,1,1.5,3700,715,,TRUE,11/24/2014,Climb SF,http://www.climbsf.com/for-rent/50-lansing-st-108/
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,1,1,3030,716,,FALSE,3/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~8343381864888822556~hPbGHSYtrYgXIdrMW4bCzXuCX_wdH19Dym-_g7YolR8BgJEyoguHaAn1JW28GX4uYcH3t1jz2jOj8CI_1v23FEo6tvBwnKe3ZA97XezgZzplZgi-7NGCOOLxttcSTg7Y8l9RyUDTyAfS__B8ti5c8DGm6MAvBg-eW8659yl-NR4Hoj6ahCtgILDtTL_qdsOtnS3zWDZ6fLN9oJw99gXjL9lGzWAr7NRRu2I3Y83gOqm2yMZ5KCsn59llhryl6b07b3xuF_pSK877w3Vn14K0AOhYBK4AJGPC4H7nLIr7Bbz7GQWwNKd_BcrYklzbeJ8kfNf0UlcfEeSCUccVqW_I3A==&rwebid=22969376&rhost
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,1,1,3030,716,,FALSE,6/25/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~8343381864888822556~hPbGHSYtrYgXIdrMW4bCzXuCX_wdH19Dym-_g7YolR8BgJEyoguHaAn1JW28GX4uYcH3t1jz2jOj8CI_1v23FEo6tvBwnKe3ZA97XezgZzplZgi-7NGCOOLxttcSTg7Y8l9RyUDTyAfS__B8ti5c8DGm6MAvBg-eW8659yl-NR4Hoj6ahCtgILDtTL_qdsOtnS3zWDZ6fLN9oJw99gXjL9lGzWAr7NRRu2I3Y83gOqm2yMZ5KCsn59llhryl6b07b3xuF_pSK877w3Vn14K0AOhYBK4AJGPC4H7nLIr7Bbz7GQWwNKd_BcrYklzbeJ8kfNf0UlcfEeSCUccVqW_I3A==&rwebid=22969376&rhost
"55 9th St San Francisco, CA 94103",South of Market,1,1,3912,716,,FALSE,6/25/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~5990035710755448381~2umZWnGYkg4-ydojLXrnVM2-Wr5Vc1Nm6XV1iOxQNmDQTHSuqVmzIu83XJddXsXdjTvRIfXhJDgXDNxEJGYsseXAw1q1pPwM6fEdvtWklURFCMrL8h6oLS0xpZi1wktBgzZiA-a9bt5pDHlA42r6VgEk1J_i_xarEsdYeL1PzQ60GHy6yn8Cok7BuhnI7lGyPbT-foNQlnaFLPdkL6fqnWV5leB3jDvhF3voD_d-XucAYB3isbIbUXSaR4s8T6AuVTynwv8VW5asMLNKfIMK4gcxEDCbXme7cy06EjeN-7FpDlsuEtjT1QIKWD840S3viMpQulgbhTPzlLfF-Hxo5w==&rwebid=22992265&rhost
"55 9th St San Francisco, CA 94103",South of Market,1,1,3912,716,,FALSE,2/5/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~5990035710755448381~2umZWnGYkg4-ydojLXrnVM2-Wr5Vc1Nm6XV1iOxQNmDQTHSuqVmzIu83XJddXsXdjTvRIfXhJDgXDNxEJGYsseXAw1q1pPwM6fEdvtWklURFCMrL8h6oLS0xpZi1wktBgzZiA-a9bt5pDHlA42r6VgEk1J_i_xarEsdYeL1PzQ60GHy6yn8Cok7BuhnI7lGyPbT-foNQlnaFLPdkL6fqnWV5leB3jDvhF3voD_d-XucAYB3isbIbUXSaR4s8T6AuVTynwv8VW5asMLNKfIMK4gcxEDCbXme7cy06EjeN-7FpDlsuEtjT1QIKWD840S3viMpQulgbhTPzlLfF-Hxo5w==&rwebid=22992265&rhost
821 Folsom Street #310,Yerba Buena,1,1,3000,717,,TRUE,10/22/2013,Climb SF,http://www.climbsf.com/for-rent/821-folsom-st-310/
"355 Berry St San Francisco, CA 94158",South of Market,1,1,3926,720,,FALSE,3/15/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~186457873983488017~ZNJFjn1fL_9QQGkoxOUVBsDYNgrA6cDO1xrDpEQIREoHse-JFuzbyHbu7VQ7S4VDJWA_pp2Yj9s9aOXOZSNEhou2LRjFwYwKzO8seOJiVTYbVu2rvJ96jcjyGyNCt0Ju5ehfuwg9BF3iwWJCWiXhPIKBjWPyYz6RL7yxUNy3Q7OmtBm8kFfSw_zMmPumOe-7San2Kfv4o-le-e_3hZ1gn70Pe86kXwYH1zSJt0iIkMwk_gY63NGasqiwMzvdOL9kvMU2X-Qx7VqT9h00pTwo8GbY9HOWknmkOiBgZzfOoNrynTWTwY8zb3XywJYBZS7X-q73bJU-TK6BPjpK4U6mmQ==&rwebid=23150530&rhost
"355 Berry St San Francisco, CA 94158",South of Market,1,1,3926,720,,FALSE,12/16/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~186457873983488017~ZNJFjn1fL_9QQGkoxOUVBsDYNgrA6cDO1xrDpEQIREoHse-JFuzbyHbu7VQ7S4VDJWA_pp2Yj9s9aOXOZSNEhou2LRjFwYwKzO8seOJiVTYbVu2rvJ96jcjyGyNCt0Ju5ehfuwg9BF3iwWJCWiXhPIKBjWPyYz6RL7yxUNy3Q7OmtBm8kFfSw_zMmPumOe-7San2Kfv4o-le-e_3hZ1gn70Pe86kXwYH1zSJt0iIkMwk_gY63NGasqiwMzvdOL9kvMU2X-Qx7VqT9h00pTwo8GbY9HOWknmkOiBgZzfOoNrynTWTwY8zb3XywJYBZS7X-q73bJU-TK6BPjpK4U6mmQ==&rwebid=23150530&rhost
"355 Berry St San Francisco, CA 94158",South of Market,1,1,3926,720,,FALSE,5/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~186457873983488017~ZNJFjn1fL_9QQGkoxOUVBsDYNgrA6cDO1xrDpEQIREoHse-JFuzbyHbu7VQ7S4VDJWA_pp2Yj9s9aOXOZSNEhou2LRjFwYwKzO8seOJiVTYbVu2rvJ96jcjyGyNCt0Ju5ehfuwg9BF3iwWJCWiXhPIKBjWPyYz6RL7yxUNy3Q7OmtBm8kFfSw_zMmPumOe-7San2Kfv4o-le-e_3hZ1gn70Pe86kXwYH1zSJt0iIkMwk_gY63NGasqiwMzvdOL9kvMU2X-Qx7VqT9h00pTwo8GbY9HOWknmkOiBgZzfOoNrynTWTwY8zb3XywJYBZS7X-q73bJU-TK6BPjpK4U6mmQ==&rwebid=23150530&rhost
