id,address,neighborhood,bedrooms,bathrooms,sqft,source,origin_url,created_at,updated_at,latitude,longitude,elevation,lookup_address,id_1,property_id,property_transaction_log_id,transaction_type,created_at_1,updated_at_1,id_2,price,transaction_status,date_listed,date_closed,days_on_market,created_at_2,updated_at_2,property_id_1,transaction_type_1,id_3,property_id_2,neighborhood_id,created_at_3,updated_at_3,id_4,name,source_1,max_latitude,min_latitude,max_longitude,min_longitude,created_at_4,updated_at_4
388,16 Jessie Street #209,San Francisco (Yerba Buena),1,1,896,climbsf_renting,http://www.climbsf.com/for-rent/16-jessie-st-209/,2015-08-23 20:30:04,2015-08-23 20:30:04,37.7899,-122.399,5.27414,"16 Jessie Street #209, San Francisco (Yerba Buena)",388,388,388,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,388,4700,open,2015-08-23,,,2015-08-23 20:30:06,2015-08-23 20:30:06,388,rental,348,388,19,2015-09-08 16:09:11,2015-09-08 16:09:11,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
389,301 Mission Street #22H,San Francisco (SOMA),1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-22h/,2015-08-23 20:30:04,2015-08-23 20:30:04,37.7905,-122.396,0.0,"301 Mission Street #22H, San Francisco (SOMA)",389,389,389,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,389,6500,open,2015-08-23,,,2015-08-23 20:30:06,2015-08-23 20:30:06,389,rental,349,389,19,2015-09-08 16:09:12,2015-09-08 16:09:12,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
393,301 Mission Street #35A,San Francisco (SOMA),2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-35a/,2015-08-23 20:30:04,2015-08-28 15:32:43,37.7905,-122.396,0.0,"301 Mission Street #35A, San Francisco (SOMA)",393,393,393,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,393,8800,open,2015-08-23,,,2015-08-23 20:30:06,2015-08-23 20:30:06,393,rental,353,393,19,2015-09-08 16:09:15,2015-09-08 16:09:15,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
397,301 Mission St. #5A,San Francisco (South Beach),2,2,1517,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-5a/,2015-08-23 20:30:04,2015-08-28 15:32:45,37.7905,-122.396,0.0,"301 Mission St. #5A, San Francisco (South Beach)",397,397,397,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,397,9000,open,2015-08-23,,,2015-08-23 20:30:06,2015-08-23 20:30:06,397,rental,357,397,19,2015-09-08 16:09:18,2015-09-08 16:09:18,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
398,246 Second Street #1301,San Francisco (Yerba Buena),1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/246-2nd-st-1301/,2015-08-23 20:30:05,2015-08-28 15:32:46,37.7858,-122.397,12.231,"246 Second Street #1301, San Francisco (Yerba Buena)",398,398,398,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,398,3499,open,2015-08-23,,,2015-08-23 20:30:06,2015-08-23 20:30:06,398,rental,358,398,19,2015-09-08 16:09:19,2015-09-08 16:09:19,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
469,"74 New Montgomery St UNIT 702, San Francisco, CA 94105",Yerba Buena,2,2,1069,zillow_sf,http://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-702-San-Francisco-CA-94105/83154141_zpid/,2015-08-23 20:31:22,2015-08-28 15:33:07,37.7875,-122.401,7.64144,"74 New Montgomery St UNIT 702, San Francisco, CA 94105, Yerba Buena",694,469,1833,rental,2015-08-27 08:46:45,2015-08-27 08:46:45,1833,5000,open,2011-05-18,,,2015-08-27 08:46:45,2015-08-27 08:46:45,469,rental,429,469,19,2015-09-08 16:10:03,2015-09-08 16:10:03,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
518,"Hawthorne St San Francisco, CA 94105",,1,1,498,zillow_sf,http://www.zillow.com/homedetails/Hawthorne-St-San-Francisco-CA-94105/2105385450_zpid/,2015-08-23 20:31:27,2015-08-23 20:31:27,37.7853,-122.399,10.0659,"Hawthorne St San Francisco, CA 94105, ",445,518,518,rental,2015-08-23 20:31:41,2015-08-23 20:31:41,518,3405,open,2015-05-29,,,2015-08-23 20:31:41,2015-08-23 20:31:41,518,rental,478,518,19,2015-09-08 16:10:32,2015-09-08 16:10:32,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
577,"301 Mission St # 39, San Francisco, CA 94105",South Beach,2,2,1601,zillow_sf,http://www.zillow.com/homedetails/301-Mission-St-39-San-Francisco-CA-94105/2102013561_zpid/,2015-08-23 20:31:32,2015-08-28 15:33:42,37.7905,-122.396,0.0,"301 Mission St # 39, San Francisco, CA 94105, South Beach",504,577,577,rental,2015-08-23 20:31:44,2015-08-23 20:31:44,577,11000,open,2015-08-08,,,2015-08-23 20:31:44,2015-08-23 20:31:44,577,rental,537,577,19,2015-09-08 16:11:09,2015-09-08 16:11:09,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
588,"Mission St San Francisco, CA 94105",,2,2,1601,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2101703301_zpid/,2015-08-23 20:31:33,2015-08-23 20:31:33,37.7859,-122.402,8.12495,"Mission St San Francisco, CA 94105, ",515,588,588,rental,2015-08-23 20:31:44,2015-08-23 20:31:44,588,8400,open,2015-08-12,,,2015-08-23 20:31:44,2015-08-23 20:31:44,588,rental,548,588,19,2015-09-08 16:11:16,2015-09-08 16:11:16,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
597,"1st St San Francisco, CA 94105",,1,1,819,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2101399621_zpid/,2015-08-23 20:31:34,2015-08-28 15:33:48,37.7881,-122.395,7.57282,"1st St San Francisco, CA 94105, ",524,597,597,rental,2015-08-23 20:31:45,2015-08-23 20:31:45,597,5100,open,2015-08-14,,,2015-08-23 20:31:45,2015-08-23 20:31:45,597,rental,557,597,19,2015-09-08 16:11:22,2015-09-08 16:11:22,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
606,"Mission St San Francisco, CA 94105",,2,2,1479,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2102526150_zpid/,2015-08-23 20:31:34,2015-08-28 15:33:54,37.7859,-122.402,8.12495,"Mission St San Francisco, CA 94105, ",533,606,606,rental,2015-08-23 20:31:45,2015-08-23 20:31:45,606,8500,open,2015-08-15,,,2015-08-23 20:31:45,2015-08-23 20:31:45,606,rental,566,606,19,2015-09-08 16:11:28,2015-09-08 16:11:28,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
612,"1 Hawthorne Street # FL 22ND, San Francisco, CA 94105",Yerba Buena,2,2,1558,zillow_sf,http://www.zillow.com/homedetails/1-Hawthorne-Street-FL-22ND-San-Francisco-CA-94105/2101586512_zpid/,2015-08-23 20:31:35,2015-08-23 20:31:35,37.7857,-122.399,8.63035,"1 Hawthorne Street # FL 22ND, San Francisco, CA 94105, Yerba Buena",539,612,612,rental,2015-08-23 20:31:45,2015-08-23 20:31:45,612,7000,open,2015-08-17,,,2015-08-23 20:31:45,2015-08-23 20:31:45,612,rental,572,612,19,2015-09-08 16:11:32,2015-09-08 16:11:32,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
645,"821 Folsom St, San Francisco, CA 94107",Yerba Buena,2,2,1101,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-San-Francisco-CA-94107/2107285769_zpid/,2015-08-23 20:31:38,2015-08-28 15:34:06,37.7815,-122.402,4.54098,"821 Folsom St, San Francisco, CA 94107, Yerba Buena",572,645,645,rental,2015-08-23 20:31:47,2015-08-23 20:31:47,645,5500,open,2015-08-22,,,2015-08-23 20:31:47,2015-08-23 20:31:47,645,rental,604,645,19,2015-09-08 16:11:52,2015-09-08 16:11:52,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
1571,"300 3rd St, San Francisco, CA 94107",Yerba Buena,1,1,950,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-San-Francisco-CA-94107/2124263019_zpid/,2015-08-31 02:46:58,2015-08-31 02:46:58,37.7835,-122.399,7.1333,"300 3rd St, San Francisco, CA 94107, Yerba Buena",806,1571,2517,rental,2015-08-31 02:47:04,2015-08-31 02:47:04,2517,1500,open,2011-09-21,,,2015-08-31 02:47:04,2015-08-31 02:47:04,1571,rental,656,1571,19,2015-09-08 16:13:43,2015-09-08 16:13:43,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
1579,"870 Harrison St, San Francisco, CA 94107",Yerba Buena,2,1,883,zillow_sf,http://www.zillow.com/homedetails/870-Harrison-St-San-Francisco-CA-94107/2104582649_zpid/,2015-08-31 02:47:00,2015-08-31 02:47:00,37.7797,-122.401,2.91992,"870 Harrison St, San Francisco, CA 94107, Yerba Buena",836,1579,2595,rental,2015-08-31 02:47:50,2015-08-31 02:47:50,2595,5200,open,2015-08-29,,,2015-08-31 02:47:50,2015-08-31 02:47:50,1579,rental,662,1579,19,2015-09-08 16:13:47,2015-09-08 16:13:47,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
1624,"821 Folsom St APT 201, San Francisco, CA 94107",Yerba Buena,1,1,685,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-APT-201-San-Francisco-CA-94107/80736506_zpid/,2015-09-09 03:05:04,2015-09-09 03:05:04,37.7815,-122.402,4.54098,"821 Folsom St APT 201, San Francisco, CA 94107, Yerba Buena",893,1624,2715,rental,2015-09-09 03:06:05,2015-09-09 03:06:05,2715,4200,open,2015-09-05,,,2015-09-09 03:06:05,2015-09-09 03:06:05,1624,rental,705,1624,19,2015-09-09 03:05:04,2015-09-09 03:05:04,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
1632,"855 Folsom St, San Francisco, CA 94107",Yerba Buena,1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,2015-09-09 03:05:05,2015-09-09 03:05:05,37.781,-122.402,4.13087,"855 Folsom St, San Francisco, CA 94107, Yerba Buena",841,1632,2631,rental,2015-09-09 03:05:16,2015-09-09 03:05:16,2631,2500,open,2011-01-27,,,2015-09-09 03:05:16,2015-09-09 03:05:16,1632,rental,713,1632,19,2015-09-09 03:05:05,2015-09-09 03:05:05,19,Yerba Buena,,37.7931,37.7782,-122.393,-122.408,2015-09-08 00:17:01,2015-09-08 00:49:18
1649,"158 Taraval St, San Francisco, CA 94116",Forest Hill,2,1,1345,zillow_sf,http://www.zillow.com/homedetails/158-Taraval-St-San-Francisco-CA-94116/15134082_zpid/,2015-09-09 03:05:11,2015-09-09 03:05:11,37.7437,-122.467,140.234,"158 Taraval St, San Francisco, CA 94116, Forest Hill",856,1649,2709,rental,2015-09-09 03:05:19,2015-09-09 03:06:04,2709,4250,open,2015-09-03,,,2015-09-09 03:06:04,2015-09-09 03:06:04,1649,rental,730,1649,20,2015-09-09 03:05:11,2015-09-09 03:05:11,20,Forest Hill,,37.7529,37.7435,-122.459,-122.468,2015-09-08 00:17:45,2015-09-08 00:50:23
601,"107 Ulloa St, San Francisco, CA 94127",Forest Hill Extension,4,1,1500,zillow_sf,http://www.zillow.com/homedetails/107-Ulloa-St-San-Francisco-CA-94127/15133630_zpid/,2015-08-23 20:31:34,2015-09-09 03:05:10,37.7442,-122.455,181.345,"107 Ulloa St, San Francisco, CA 94127, Forest Hill Extension",528,601,601,rental,2015-08-23 20:31:45,2015-08-23 20:31:45,601,5700,open,2015-08-14,,,2015-08-23 20:31:45,2015-08-23 20:31:45,601,rental,561,601,21,2015-09-08 16:11:25,2015-09-08 16:11:25,21,Forest Hills Extension,,37.7474,37.7406,-122.452,-122.463,2015-09-08 00:18:41,2015-09-08 00:51:12
207,205 Beacon Street,San Francisco (Glen Park),4,3,2200,climbsf_rented,http://www.climbsf.com/for-rent/205-beacon-st/,2015-08-23 20:28:53,2015-08-28 15:31:48,37.7397,-122.432,137.914,"205 Beacon Street, San Francisco (Glen Park)",207,207,207,rental,2015-08-23 20:29:18,2015-08-23 20:29:18,207,6000,closed,,2014-09-17,,2015-08-23 20:29:18,2015-08-23 20:29:18,207,rental,170,207,23,2015-09-08 16:07:11,2015-09-08 16:07:11,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
241,115 Farnum Street,San Francisco (Glen Park),3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/115-farnum-st/,2015-08-23 20:28:56,2015-08-28 15:31:56,37.7392,-122.434,135.034,"115 Farnum Street, San Francisco (Glen Park)",241,241,241,rental,2015-08-23 20:29:20,2015-08-23 20:29:20,241,3800,closed,,2014-12-01,,2015-08-23 20:29:20,2015-08-23 20:29:20,241,rental,204,241,23,2015-09-08 16:07:33,2015-09-08 16:07:33,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
255,149 Chenery Street,San Francisco (Glen Park),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/149-chenery-st/,2015-08-23 20:28:57,2015-08-23 20:28:57,37.7393,-122.425,70.6908,"149 Chenery Street, San Francisco (Glen Park)",255,255,255,rental,2015-08-23 20:29:20,2015-08-23 20:29:20,255,3400,closed,,2015-01-12,,2015-08-23 20:29:20,2015-08-23 20:29:20,255,rental,218,255,23,2015-09-08 16:07:42,2015-09-08 16:07:42,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
272,101 Mateo Street,San Francisco (Glen Park),3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/101-mateo-st/,2015-08-23 20:28:58,2015-08-28 15:32:09,37.737,-122.429,98.1206,"101 Mateo Street, San Francisco (Glen Park)",272,272,272,rental,2015-08-23 20:29:21,2015-08-23 20:29:21,272,5100,closed,,2015-02-02,,2015-08-23 20:29:21,2015-08-23 20:29:21,272,rental,235,272,23,2015-09-08 16:07:53,2015-09-08 16:07:53,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
457,"1 Wilder St, San Francisco, CA 94131",Glen Park,3,2,1365,zillow_sf,http://www.zillow.com/homedetails/1-Wilder-St-San-Francisco-CA-94131/15185423_zpid/,2015-08-23 20:31:22,2015-08-28 15:33:00,37.7338,-122.432,60.1155,"1 Wilder St, San Francisco, CA 94131, Glen Park",735,457,1942,rental,2015-08-27 08:46:48,2015-08-27 08:46:48,1942,5500,open,2015-08-18,,,2015-08-27 08:46:48,2015-08-27 08:46:48,457,rental,417,457,23,2015-09-08 16:09:56,2015-09-08 16:09:56,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
1337,"Laidley St San Francisco, CA 94131",,4,4,3304,zillow_sf,http://www.zillow.com/homedetails/Laidley-St-San-Francisco-CA-94131/2102097727_zpid/,2015-08-27 08:46:42,2015-08-27 08:46:42,37.7373,-122.429,99.2117,"Laidley St San Francisco, CA 94131, ",710,1337,1997,rental,2015-08-27 08:46:47,2015-08-27 08:47:19,1997,12995,open,2015-07-22,,,2015-08-27 08:47:19,2015-08-27 08:47:19,1337,rental,628,1337,23,2015-09-08 16:13:06,2015-09-08 16:13:06,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
1582,"31 Elk St, San Francisco, CA 94131",Glen Park,3,2,1320,zillow_sf,http://www.zillow.com/homedetails/31-Elk-St-San-Francisco-CA-94131/15184539_zpid/,2015-08-31 02:47:00,2015-08-31 02:47:00,37.7368,-122.439,88.6342,"31 Elk St, San Francisco, CA 94131, Glen Park",816,1582,2589,rental,2015-08-31 02:47:05,2015-08-31 02:47:49,2589,5600,open,2015-08-26,,,2015-08-31 02:47:49,2015-08-31 02:47:49,1582,rental,665,1582,23,2015-09-08 16:13:49,2015-09-08 16:13:49,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
1598,"2590 Diamond St, San Francisco, CA 94131",Glen Park,3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2590-Diamond-St-San-Francisco-CA-94131/15184578_zpid/,2015-09-09 03:04:57,2015-09-09 03:04:57,37.7374,-122.435,95.7136,"2590 Diamond St, San Francisco, CA 94131, Glen Park",884,1598,2701,rental,2015-09-09 03:06:04,2015-09-09 03:06:04,2701,5200,open,2015-08-31,,,2015-09-09 03:06:04,2015-09-09 03:06:04,1598,rental,679,1598,23,2015-09-09 03:04:57,2015-09-09 03:04:57,23,Glen Park,,37.7426,37.7311,-122.423,-122.446,2015-09-08 00:52:32,2015-09-08 00:53:28
264,2035 9th Avenue,San Francisco (Golden Gate Heights),2,1,1200,climbsf_rented,http://www.climbsf.com/for-rent/2035-9th-ave/,2015-08-23 20:28:58,2015-08-28 15:32:04,37.7503,-122.466,193.474,"2035 9th Avenue, San Francisco (Golden Gate Heights)",264,264,264,rental,2015-08-23 20:29:21,2015-08-23 20:29:21,264,4600,closed,,2015-01-26,,2015-08-23 20:29:21,2015-08-23 20:29:21,264,rental,227,264,24,2015-09-08 16:07:48,2015-09-08 16:07:48,24,Golden Gate Heights,,37.7592,37.7434,-122.465,-122.474,2015-09-08 00:53:54,2015-09-08 00:55:11
631,"1922 Funston Ave, San Francisco, CA 94116",Golden Gate Heights,5,4,2432,zillow_sf,http://www.zillow.com/homedetails/1922-Funston-Ave-San-Francisco-CA-94116/15115085_zpid/,2015-08-23 20:31:36,2015-08-28 15:34:03,37.7522,-122.469,223.557,"1922 Funston Ave, San Francisco, CA 94116, Golden Gate Heights",558,631,631,rental,2015-08-23 20:31:46,2015-08-23 20:31:46,631,7995,open,2015-08-21,,,2015-08-23 20:31:46,2015-08-23 20:31:46,631,rental,590,631,24,2015-09-08 16:11:44,2015-09-08 16:11:44,24,Golden Gate Heights,,37.7592,37.7434,-122.465,-122.474,2015-09-08 00:53:54,2015-09-08 00:55:11
1593,"15th Ave San Francisco, CA 94116",,4,3,0,zillow_sf,http://www.zillow.com/homedetails/15th-Ave-San-Francisco-CA-94116/2101270883_zpid/,2015-08-31 02:47:03,2015-08-31 02:47:03,37.7526,-122.472,157.779,"15th Ave San Francisco, CA 94116, ",827,1593,2555,rental,2015-08-31 02:47:08,2015-08-31 02:47:08,2555,5500,open,2015-08-29,,,2015-08-31 02:47:08,2015-08-31 02:47:08,1593,rental,676,1593,24,2015-09-08 16:13:55,2015-09-08 16:13:55,24,Golden Gate Heights,,37.7592,37.7434,-122.465,-122.474,2015-09-08 00:53:54,2015-09-08 00:55:11
1616,"60 Cragmont Ave, San Francisco, CA 94116",Golden Gate Heights,3,3,2300,zillow_sf,http://www.zillow.com/homedetails/60-Cragmont-Ave-San-Francisco-CA-94116/15115394_zpid/,2015-09-09 03:05:01,2015-09-09 03:05:01,37.7502,-122.467,216.359,"60 Cragmont Ave, San Francisco, CA 94116, Golden Gate Heights",882,1616,2695,rental,2015-09-09 03:06:02,2015-09-09 03:06:02,2695,3400,open,2014-11-29,,,2015-09-09 03:06:02,2015-09-09 03:06:02,1616,rental,697,1616,24,2015-09-09 03:05:01,2015-09-09 03:05:01,24,Golden Gate Heights,,37.7592,37.7434,-122.465,-122.474,2015-09-08 00:53:54,2015-09-08 00:55:11
458,"1110 Page St, San Francisco, CA 94117",Haight-Ashbury,4,2,2888,zillow_sf,http://www.zillow.com/homedetails/1110-Page-St-San-Francisco-CA-94117/69819012_zpid/,2015-08-23 20:31:22,2015-08-28 15:33:01,37.7722,-122.439,77.8671,"1110 Page St, San Francisco, CA 94117, Haight-Ashbury",731,458,1938,rental,2015-08-27 08:46:48,2015-08-27 08:46:48,1938,9900,open,2015-08-11,,,2015-08-27 08:46:48,2015-08-27 08:46:48,458,rental,418,458,26,2015-09-08 16:09:56,2015-09-08 16:09:56,26,Haight Ashbury,,37.774,37.7669,-122.437,-122.454,2015-09-08 00:57:02,2015-09-08 00:57:23
600,"1134 Masonic Ave, San Francisco, CA 94117",Haight-Ashbury,2,1,1650,zillow_sf,http://www.zillow.com/homedetails/1134-Masonic-Ave-San-Francisco-CA-94117/89240074_zpid/,2015-08-23 20:31:34,2015-08-28 15:33:50,37.7707,-122.445,85.5742,"1134 Masonic Ave, San Francisco, CA 94117, Haight-Ashbury",527,600,600,rental,2015-08-23 20:31:45,2015-08-23 20:31:45,600,6000,open,2015-08-14,,,2015-08-23 20:31:45,2015-08-23 20:31:45,600,rental,560,600,26,2015-09-08 16:11:25,2015-09-08 16:11:25,26,Haight Ashbury,,37.774,37.7669,-122.437,-122.454,2015-09-08 00:57:02,2015-09-08 00:57:23
1334,"443 Cole St, San Francisco, CA 94117",Haight-Ashbury,3,2,2200,zillow_sf,http://www.zillow.com/homedetails/443-Cole-St-San-Francisco-CA-94117/59700229_zpid/,2015-08-27 08:46:41,2015-08-27 08:46:41,37.771,-122.451,83.3993,"443 Cole St, San Francisco, CA 94117, Haight-Ashbury",701,1334,1973,rental,2015-08-27 08:46:46,2015-08-27 08:47:18,1973,6400,open,2014-07-26,,,2015-08-27 08:47:18,2015-08-27 08:47:18,1334,rental,625,1334,26,2015-09-08 16:13:04,2015-09-08 16:13:04,26,Haight Ashbury,,37.774,37.7669,-122.437,-122.454,2015-09-08 00:57:02,2015-09-08 00:57:23
1597,"136A Belvedere St, San Francisco, CA 94117",Haight-Ashbury,4,2,1600,zillow_sf,http://www.zillow.com/homedetails/136A-Belvedere-St-San-Francisco-CA-94117/15087102_zpid/,2015-08-31 02:47:03,2015-08-31 02:47:03,37.768,-122.449,97.3549,"136A Belvedere St, San Francisco, CA 94117, Haight-Ashbury",831,1597,2560,rental,2015-08-31 02:47:09,2015-08-31 02:47:09,2560,9000,open,2015-08-30,,,2015-08-31 02:47:09,2015-08-31 02:47:09,1597,rental,678,1597,26,2015-09-08 16:13:57,2015-09-08 16:13:57,26,Haight Ashbury,,37.774,37.7669,-122.437,-122.454,2015-09-08 00:57:02,2015-09-08 00:57:23
44,55 Page Street #814,San Francisco (Hayes Valley),1,1,865,climbsf_rented,http://www.climbsf.com/for-rent/55-page-street-814/,2015-08-23 20:28:37,2015-08-23 20:28:37,37.774,-122.422,13.962,"55 Page Street #814, San Francisco (Hayes Valley)",44,44,44,rental,2015-08-23 20:29:10,2015-08-23 20:29:10,44,3200,closed,,2011-12-20,,2015-08-23 20:29:10,2015-08-23 20:29:10,44,rental,7,44,27,2015-09-08 16:05:18,2015-09-08 16:05:18,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
138,300 Ivy Street #403,San Francisco (Hayes Valley),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/300-ivy-st-403/,2015-08-23 20:28:47,2015-08-23 20:28:47,37.7774,-122.423,20.4928,"300 Ivy Street #403, San Francisco (Hayes Valley)",138,138,138,rental,2015-08-23 20:29:15,2015-08-23 20:29:15,138,3500,closed,,2014-03-10,,2015-08-23 20:29:15,2015-08-23 20:29:15,138,rental,101,138,27,2015-09-08 16:06:24,2015-09-08 16:06:24,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
268,539 Octavia Street #17,San Francisco (Hayes Valley),0,1,322,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-17/,2015-08-23 20:28:58,2015-08-28 15:32:06,37.7773,-122.425,21.7199,"539 Octavia Street #17, San Francisco (Hayes Valley)",268,268,268,rental,2015-08-23 20:29:21,2015-08-23 20:29:21,268,2375,closed,,2015-01-27,,2015-08-23 20:29:21,2015-08-23 20:29:21,268,rental,231,268,27,2015-09-08 16:07:51,2015-09-08 16:07:51,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
271,539 Octavia Street #13,San Francisco (Hayes Valley),0,1,280,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-13/,2015-08-23 20:28:58,2015-08-28 15:32:08,37.7773,-122.425,21.7199,"539 Octavia Street #13, San Francisco (Hayes Valley)",271,271,271,rental,2015-08-23 20:29:21,2015-08-23 20:29:21,271,1995,closed,,2015-02-01,,2015-08-23 20:29:21,2015-08-23 20:29:21,271,rental,234,271,27,2015-09-08 16:07:53,2015-09-08 16:07:53,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
280,539 Octavia Street #4,San Francisco (Hayes Valley),0,1,300,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-4/,2015-08-23 20:28:59,2015-08-23 20:28:59,37.7773,-122.425,21.7199,"539 Octavia Street #4, San Francisco (Hayes Valley)",280,280,280,rental,2015-08-23 20:29:22,2015-08-23 20:29:22,280,1950,closed,,2015-02-16,,2015-08-23 20:29:22,2015-08-23 20:29:22,280,rental,243,280,27,2015-09-08 16:07:58,2015-09-08 16:07:58,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
289,539 Octavia Street #9,San Francisco (Hayes Valley),0,1,180,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-9/,2015-08-23 20:29:00,2015-08-28 15:32:13,37.7773,-122.425,21.7199,"539 Octavia Street #9, San Francisco (Hayes Valley)",289,289,289,rental,2015-08-23 20:29:22,2015-08-23 20:29:22,289,1500,closed,,2015-03-18,,2015-08-23 20:29:22,2015-08-23 20:29:22,289,rental,252,289,27,2015-09-08 16:08:05,2015-09-08 16:08:05,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
296,539 Octavia Street #11,San Francisco (Hayes Valley),0,1,200,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-11/,2015-08-23 20:29:00,2015-08-28 15:32:17,37.7773,-122.425,21.7199,"539 Octavia Street #11, San Francisco (Hayes Valley)",296,296,296,rental,2015-08-23 20:29:22,2015-08-23 20:29:22,296,1600,closed,,2015-03-30,,2015-08-23 20:29:22,2015-08-23 20:29:22,296,rental,259,296,27,2015-09-08 16:08:10,2015-09-08 16:08:10,27,Hayes Valley,,37.7799,37.7692,-122.421,-122.438,2015-09-08 00:57:32,2015-09-08 00:58:14
