,address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,price,date_closed,date_listed,neighborhood,error,predicted_price
430,"Vallejo St San Francisco, CA 94133",0,1,425,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2104055538_zpid/,-122.41,37.7985,4000,,2014-12-16,North Beach,-1223.39312216,2776.60687784
212,"1134 Masonic Ave, San Francisco, CA 94117",2,1,1650,zillow_sf,http://www.zillow.com/homedetails/1134-Masonic-Ave-San-Francisco-CA-94117/89240074_zpid/,-122.445,37.7707,6000,,2015-08-14,Haight Ashbury,-1223.98210204,4776.01789796
290,"11th Ave San Francisco, CA 94118",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/11th-Ave-San-Francisco-CA-94118/2103990577_zpid/,-122.469,37.7805,5200,,2014-12-20,Inner Richmond,-1233.97654045,3966.02345955
313,"143 Riverton Dr, San Francisco, CA 94132",2,1,1208,zillow_sf,http://www.zillow.com/homedetails/143-Riverton-Dr-San-Francisco-CA-94132/15197901_zpid/,-122.487,37.7316,5250,,2015-08-04,Lake Shore,-1266.67750173,3983.32249827
2,"Mcallister St San Francisco, CA 94115",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/Mcallister-St-San-Francisco-CA-94115/2103241785_zpid/,-122.436,37.7781,5900,,2015-02-23,Alamo Square,-1278.35691053,4621.64308947
7,"1180 Broderick St APT 304, San Francisco, CA 94115",2,2,1500,zillow_sf,http://www.zillow.com/homedetails/1180-Broderick-St-APT-304-San-Francisco-CA-94115/2101163514_zpid/,-122.441,37.7809,6500,,2015-09-10,Anza Vista,-1299.37313858,5200.62686142
38,"846 30th Ave, San Francisco, CA 94121",3,2,1562,zillow_sf,http://www.zillow.com/homedetails/846-30th-Ave-San-Francisco-CA-94121/15099721_zpid/,-122.489,37.7733,6300,,2015-09-18,Central Richmond,-1327.41333358,4972.58666642
771,"260 King St, San Francisco, CA 94107",2,1,1099,zillow_sf,http://www.zillow.com/homedetails/260-King-St-San-Francisco-CA-94107/2105258395_zpid/,-122.394,37.7774,5995,,2015-09-24,South Beach,-1330.60068611,4664.39931389
750,"501 Beale St, San Francisco, CA 94105",2,2,1160,zillow_sf,http://www.zillow.com/homedetails/501-Beale-St-San-Francisco-CA-94105/2105529391_zpid/,-122.389,37.7863,6500,,2015-08-29,South Beach,-1334.99623098,5165.00376902
748,"425 1st St UNIT 3103, San Francisco, CA 94105",2,2,1328,zillow_sf,http://www.zillow.com/homedetails/425-1st-St-UNIT-3103-San-Francisco-CA-94105/83154490_zpid/,-122.392,37.7858,6995,,2015-08-14,South Beach,-1447.20182489,5547.79817511
580,"Lombard St San Francisco, CA 94133",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/Lombard-St-San-Francisco-CA-94133/2103580084_zpid/,-122.419,37.8021,6700,,2015-07-09,Russian Hill,-1461.76955594,5238.23044406
380,"480 Mission Bay Blvd N, San Francisco, CA 94158",2,2,1350,zillow_sf,http://www.zillow.com/homedetails/480-Mission-Bay-Blvd-N-San-Francisco-CA-94158/2115695534_zpid/,-122.389,37.7707,6500,2015-10-01,2015-09-15,Mission Bay,-1496.64794373,5003.35205627
616,88 King Street #904,2,2,1111,climbsf_rented,http://www.climbsf.com/for-rent/88-king-st-904/,-122.389,37.7807,6250,2013-07-09,,South Beach,-1497.67602377,4752.32397623
734,301 Main Street #35F,2,2,1323,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-35f/,-122.391,37.7894,7000,2015-08-03,,South Beach,-1534.48882301,5465.51117699
22,"212 Cortland Ave, San Francisco, CA 94110",3,2,1200,zillow_sf,http://www.zillow.com/homedetails/212-Cortland-Ave-San-Francisco-CA-94110/15162751_zpid/,-122.419,37.7394,6500,,2015-08-04,Bernal Heights,-1579.22669444,4920.77330556
489,2560 Vallejo Street,3,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/2560-vallejo-st/,-122.439,37.795,7050,2014-09-24,,Pacific Heights,-1597.73380165,5452.26619835
104,"20th St San Francisco, CA 94114",2,1,850,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94114/2104055540_zpid/,-122.432,37.7578,5700,,2015-05-14,Eureka Valley / Dolores Heights,-1619.42576451,4080.57423549
446,"209 Ashbury St, San Francisco, CA 94117",2,1,1100,zillow_sf,http://www.zillow.com/homedetails/209-Ashbury-St-San-Francisco-CA-94117/2101269163_zpid/,-122.448,37.7736,6500,,2015-08-29,North Panhandle,-1629.37031177,4870.62968823
843,"525 Greenwich St, San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/525-Greenwich-St-San-Francisco-CA-94133/2101179255_zpid/,-122.408,37.8025,6000,,2015-09-13,Telegraph Hill,-1697.12929318,4302.87070682
816,"Bluxome St San Francisco, CA 94107",2,2,1763,zillow_sf,http://www.zillow.com/homedetails/Bluxome-St-San-Francisco-CA-94107/2101385648_zpid/,-122.398,37.776,8000,,2015-08-25,South of Market,-1762.42573931,6237.57426069
431,"Vallejo St San Francisco, CA 94133",2,1,825,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2104055531_zpid/,-122.41,37.7985,6000,,2015-04-22,North Beach,-1779.08130959,4220.91869041
704,401 Harrison Street #3803,2,2,1339,climbsf_rented,http://www.climbsf.com/for-rent/401-harrison-st-3803/,-122.392,37.7864,7225,2015-03-09,,South Beach,-1785.67465373,5439.32534627
147,301 Mission Street #29F,2,2,1601,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-29f/,-122.396,37.7905,7975,2014-12-08,,Yerba Buena,-1816.71050008,6158.28949992
189,"2020 9th Ave, San Francisco, CA 94116",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/2020-9th-Ave-San-Francisco-CA-94116/15115298_zpid/,-122.465,37.7505,7500,,2015-10-02,Forest Hill,-1851.63718084,5648.36281916
61,"16 Flint St, San Francisco, CA 94114",3,2,1401,zillow_sf,http://www.zillow.com/homedetails/16-Flint-St-San-Francisco-CA-94114/15127139_zpid/,-122.437,37.7643,7500,,2015-09-15,Corona Heights,-1862.38269541,5637.61730459
618,338 Spear Street #39A,2,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-39a/,-122.391,37.7894,6700,2013-08-01,,South Beach,-1878.78496758,4821.21503242
421,"1314 Dolores St, San Francisco, CA 94110",3,1,1200,zillow_sf,http://www.zillow.com/homedetails/1314-Dolores-St-San-Francisco-CA-94110/89237789_zpid/,-122.425,37.7484,6990,,2015-09-27,Noe Valley,-1925.31584182,5064.68415818
509,"2539 Clay St APT 5, San Francisco, CA 94115",2,2,1550,zillow_sf,http://www.zillow.com/homedetails/2539-Clay-St-APT-5-San-Francisco-CA-94115/15074539_zpid/,-122.435,37.7904,7995,,2015-09-22,Pacific Heights,-1925.84101406,6069.15898594
909,"Taylor St San Francisco, CA 94108",1,1,800,zillow_sf,http://www.zillow.com/homedetails/Taylor-St-San-Francisco-CA-94108/2103320761_zpid/,-122.413,37.7919,6000,,2015-07-22,Nob Hill,-1999.14539256,4000.85460744
914,"Broadway San Francisco, CA 94109",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/Broadway-San-Francisco-CA-94109/2108502917_zpid/,-122.422,37.7959,7880,2015-10-03,2015-09-01,Nob Hill,-2016.39533837,5863.60466163
276,"20th St San Francisco, CA 94110",1,1,900,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94110/2104705655_zpid/,-122.416,37.7588,6200,,2015-08-05,Inner Mission,-2024.73865935,4175.26134065
773,318 Main Street #3D,2,2,1100,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-3d/,-122.392,37.7891,6895,,2015-09-27,South Beach,-2066.91678466,4828.08321534
578,"748 Bay St, San Francisco, CA 94109",2,2,1105,zillow_sf,http://www.zillow.com/homedetails/748-Bay-St-San-Francisco-CA-94109/2101980661_zpid/,-122.419,37.8049,7500,,2015-06-13,Russian Hill,-2071.95657587,5428.04342413
377,480 Mission Bay Boulevard North #PH1606,2,2,1576,climbsf_renting,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-ph1606/,-122.393,37.7731,7500,2015-09-02,2015-08-23,Mission Bay,-2090.61302775,5409.38697225
674,338 Spear Street #39E,3,2,1582,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-39e/,-122.391,37.7894,7975,2014-09-30,,South Beach,-2092.70755811,5882.29244189
499,"1840 Broadway, San Francisco, CA 94109",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/1840-Broadway-San-Francisco-CA-94109/2105116842_zpid/,-122.428,37.7953,7580,,2015-08-10,Pacific Heights,-2095.8140585,5484.1859415
814,"1160 Mission St UNIT 1707, San Francisco, CA 94103",2,2,1031,zillow_sf,http://www.zillow.com/homedetails/1160-Mission-St-UNIT-1707-San-Francisco-CA-94103/83154486_zpid/,-122.412,37.7784,6700,,2015-08-21,South of Market,-2129.84152199,4570.15847801
844,"527 Greenwich St, San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/527-Greenwich-St-San-Francisco-CA-94133/2101064255_zpid/,-122.408,37.8025,6500,,2015-09-23,Telegraph Hill,-2197.26220272,4302.73779728
210,"2020 9th Ave, San Francisco, CA 94116",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/2020-9th-Ave-San-Francisco-CA-94116/15115298_zpid/,-122.465,37.7505,7500,,2015-10-02,Golden Gate Heights,-2293.76284048,5206.23715952
581,"Grenard Ter San Francisco, CA 94109",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/Grenard-Ter-San-Francisco-CA-94109/2103580240_zpid/,-122.423,37.801,7500,,2015-07-22,Russian Hill,-2388.47778054,5111.52221946
561,"319 Arkansas St, San Francisco, CA 94107",1,1,990,zillow_sf,http://www.zillow.com/homedetails/319-Arkansas-St-San-Francisco-CA-94107/15149468_zpid/,-122.398,37.7621,6250,,2014-05-11,Potrero Hill,-2397.78980796,3852.21019204
334,"2434 Pine St, San Francisco, CA 94115",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2434-Pine-St-San-Francisco-CA-94115/15075220_zpid/,-122.437,37.7878,8000,,2015-07-08,Lower Pacific Heights,-2441.83832997,5558.16167003
755,"301 Main St UNIT 35A, San Francisco, CA 94105",2,2,1268,zillow_sf,http://www.zillow.com/homedetails/301-Main-St-UNIT-35A-San-Francisco-CA-94105/2101426598_zpid/,-122.391,37.7894,7950,,2015-08-12,South Beach,-2611.72908305,5338.27091695
439,"Greenwich St San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/Greenwich-St-San-Francisco-CA-94133/2101096173_zpid/,-122.41,37.8023,7000,,2015-09-19,North Beach,-2776.41460478,4223.58539522
117,"4308 21st St, San Francisco, CA 94114",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/4308-21st-St-San-Francisco-CA-94114/15130487_zpid/,-122.439,37.7555,7600,,2015-09-28,Eureka Valley / Dolores Heights,-2793.53529125,4806.46470875
