property_id,transaction_log_id,id,address,neighborhood,bedrooms,bathrooms,sqft,source,origin_url,created_at,updated_at,latitude,longitude,elevation,lookup_address,luxurious,garage,year_built,level,id_1,price,transaction_status,date_listed,date_closed,days_on_market,created_at_1,updated_at_1,property_id_1,transaction_type
1852,3139,1852,"9715 W Kirby Ave, Tolleson, AZ 85353",Estrella,4,2,1685,zillow_ph,http://www.zillow.com/homedetails/9715-W-Kirby-Ave-Tolleson-AZ-85353/67772539_zpid/,2015-09-09 04:23:29,2015-09-09 04:23:29,,,,"9715 W Kirby Ave, Tolleson, AZ 85353, Estrella",,,,1,3139,155675,closed,,2005-02-15,,2015-09-09 04:25:58,2015-09-09 04:25:58,1852,sales
1862,3131,1862,"4616 E Capistrano Ave, Phoenix, AZ 85044",Ahwatukee Foothills,3,2,1993,zillow_ph,http://www.zillow.com/homedetails/4616-E-Capistrano-Ave-Phoenix-AZ-85044/8141508_zpid/,2015-09-09 04:23:31,2015-09-09 04:23:31,33.3504,-111.984,394.625,"4616 E Capistrano Ave, Phoenix, AZ 85044, Ahwatukee Foothills",,,,1,3131,196500,closed,,2004-08-03,,2015-09-09 04:25:57,2015-09-09 04:25:57,1862,sales
1867,3228,1867,"5773 W T Ryan Ln, Laveen, AZ 85339",Laveen,3,2,1868,zillow_ph,http://www.zillow.com/homedetails/5773-W-T-Ryan-Ln-Laveen-AZ-85339/60975861_zpid/,2015-09-09 04:23:31,2015-09-09 04:23:31,,,,"5773 W T Ryan Ln, Laveen, AZ 85339, Laveen",,,,1,3228,98500,open,2010-09-05,,,2015-09-09 04:26:00,2015-09-09 04:26:00,1867,sales
1879,3141,1879,"4037 E Montebello Ave, Phoenix, AZ 85018",Camelback East,5,3,2669,zillow_ph,http://www.zillow.com/homedetails/4037-E-Montebello-Ave-Phoenix-AZ-85018/7837695_zpid/,2015-09-09 04:23:32,2015-09-09 04:25:53,33.5197,-111.993,388.204,"4037 E Montebello Ave, Phoenix, AZ 85018, Camelback East",,,,1,3141,1050000,closed,,2005-04-07,,2015-09-09 04:25:58,2015-09-09 04:25:58,1879,sales
1892,3171,1892,"3006 W Via De Pedro Miguel, Phoenix, AZ 85086",North Gateway,4,3,3936,zillow_ph,http://www.zillow.com/homedetails/3006-W-Via-De-Pedro-Miguel-Phoenix-AZ-85086/67759031_zpid/,2015-09-09 04:23:33,2015-09-09 04:23:33,,,,"3006 W Via De Pedro Miguel, Phoenix, AZ 85086, North Gateway",,,,1,3171,589000,closed,,2006-04-13,,2015-09-09 04:25:58,2015-09-09 04:25:58,1892,sales
1903,3230,1903,"6717 N 42nd Ave, Phoenix, AZ 85019",Alahambra,3,2,1603,zillow_ph,http://www.zillow.com/homedetails/6717-N-42nd-Ave-Phoenix-AZ-85019/7758316_zpid/,2015-09-09 04:23:35,2015-09-09 04:23:35,33.5356,-112.149,357.443,"6717 N 42nd Ave, Phoenix, AZ 85019, Alahambra",,,,1,3230,54000,closed,,2010-09-27,,2015-09-09 04:26:00,2015-09-09 04:26:00,1903,sales
1905,2958,1905,"4537 W Sophie Ln, Laveen, AZ 85339",Laveen,2,2,1050,zillow_ph,http://www.zillow.com/homedetails/4537-W-Sophie-Ln-Laveen-AZ-85339/67792667_zpid/,2015-09-09 04:23:35,2015-09-09 04:23:35,,,,"4537 W Sophie Ln, Laveen, AZ 85339, Laveen",,,,1,2958,219990,closed,,2005-11-14,,2015-09-09 04:23:47,2015-09-09 04:23:47,1905,sales
1911,3209,1911,"3822 E Crest Ln, Phoenix, AZ 85050",Desert View,3,2,2625,zillow_ph,http://www.zillow.com/homedetails/3822-E-Crest-Ln-Phoenix-AZ-85050/71607385_zpid/,2015-09-09 04:23:35,2015-09-09 04:23:35,,,,"3822 E Crest Ln, Phoenix, AZ 85050, Desert View",,,,1,3209,689000,open,2009-04-22,,,2015-09-09 04:25:59,2015-09-09 04:25:59,1911,sales
1915,3249,1915,"7205 S 53rd Ln, Laveen, AZ 85339",Laveen,3,2,1802,zillow_ph,http://www.zillow.com/homedetails/7205-S-53rd-Ln-Laveen-AZ-85339/68956954_zpid/,2015-09-09 04:23:36,2015-09-09 04:23:36,33.3809,-112.174,306.886,"7205 S 53rd Ln, Laveen, AZ 85339, Laveen",,,,1,3249,80000,closed,,2011-06-14,,2015-09-09 04:26:00,2015-09-09 04:26:00,1915,sales
1917,3231,1917,"7713 S 69th Dr, Laveen, AZ 85339",Laveen,5,3,2708,zillow_ph,http://www.zillow.com/homedetails/7713-S-69th-Dr-Laveen-AZ-85339/71613663_zpid/,2015-09-09 04:23:36,2015-09-09 04:23:36,33.3756,-112.206,303.335,"7713 S 69th Dr, Laveen, AZ 85339, Laveen",,,,1,3231,125000,open,2010-09-29,,,2015-09-09 04:26:00,2015-09-09 04:26:00,1917,sales
1918,3896,1918,"4314 W Heyerdahl Dr, Phoenix, AZ 85087",New Village,4,3,2546,zillow_ph,http://www.zillow.com/homedetails/4314-W-Heyerdahl-Dr-Phoenix-AZ-85087/71601917_zpid/,2015-09-09 04:23:36,2015-09-20 20:52:27,33.872,-112.153,575.724,"4314 W Heyerdahl Dr, Phoenix, AZ 85087, New Village",,,,1,3896,1595,open,2015-09-19,,,2015-09-20 20:52:51,2015-09-20 20:52:51,1918,sales
1924,3202,1924,"4110 E Hazelwood St, Phoenix, AZ 85018",Camelback East,3,2,1927,zillow_ph,http://www.zillow.com/homedetails/4110-E-Hazelwood-St-Phoenix-AZ-85018/7835648_zpid/,2015-09-09 04:23:37,2015-09-09 04:23:37,,,,"4110 E Hazelwood St, Phoenix, AZ 85018, Camelback East",,,,1,3202,600000,open,2008-08-02,,,2015-09-09 04:25:59,2015-09-09 04:25:59,1924,sales
1937,3286,1937,"25923 N 54th Ave, Phoenix, AZ 85083",Deer Valley,3,4,1493,zillow_ph,http://www.zillow.com/homedetails/25923-N-54th-Ave-Phoenix-AZ-85083/79518651_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,33.7208,-112.177,442.212,"25923 N 54th Ave, Phoenix, AZ 85083, Deer Valley",,,,1,3286,130100,closed,,2012-08-30,,2015-09-09 04:26:02,2015-09-09 04:26:02,1937,sales
1938,2991,1938,"4921 W Kastler Ln, Phoenix, AZ 85087",New Village,3,2,2128,zillow_ph,http://www.zillow.com/homedetails/4921-W-Kastler-Ln-Phoenix-AZ-85087/81954433_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,33.8814,-112.166,585.139,"4921 W Kastler Ln, Phoenix, AZ 85087, New Village",,,,1,2991,287644,closed,,2007-10-02,,2015-09-09 04:23:48,2015-09-09 04:23:48,1938,sales
1939,3279,1939,"10922 W College Dr, Phoenix, AZ 85037",Maryvale,3,2,1602,zillow_ph,http://www.zillow.com/homedetails/10922-W-College-Dr-Phoenix-AZ-85037/81969156_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,33.5075,-112.295,313.161,"10922 W College Dr, Phoenix, AZ 85037, Maryvale",,,,1,3279,111600,closed,,2012-05-17,,2015-09-09 04:26:02,2015-09-09 04:26:02,1939,sales
1943,3308,1943,"4524 S 25th Dr, Phoenix, AZ 85041",South Mountain,3,2,1288,zillow_ph,http://www.zillow.com/homedetails/4524-S-25th-Dr-Phoenix-AZ-85041/82820486_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,,,,"4524 S 25th Dr, Phoenix, AZ 85041, South Mountain",,,,1,3308,122600,closed,2013-12-23,2013-12-23,0,2015-09-09 04:26:03,2015-09-09 04:26:03,1943,sales
1946,3246,1946,"4231 N 31st Ave, Phoenix, AZ 85017",Alahambra,3,1,1102,zillow_ph,http://www.zillow.com/homedetails/4231-N-31st-Ave-Phoenix-AZ-85017/7768603_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,,,,"4231 N 31st Ave, Phoenix, AZ 85017, Alahambra",,,,1,3246,49000,closed,2011-04-30,2011-04-30,0,2015-09-09 04:26:00,2015-09-09 04:26:00,1946,sales
1947,3234,1947,"2320 W Corral Rd, Phoenix, AZ 85041",South Mountain,4,2,1991,zillow_ph,http://www.zillow.com/homedetails/2320-W-Corral-Rd-Phoenix-AZ-85041/94882752_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,,,,"2320 W Corral Rd, Phoenix, AZ 85041, South Mountain",,,,1,3234,185000,open,2010-11-13,,,2015-09-09 04:26:00,2015-09-09 04:26:00,1947,sales
1948,3001,1948,"5564 N 12th St, Phoenix, AZ 85014",Camelback East,3,2,2371,zillow_ph,http://www.zillow.com/homedetails/5564-N-12th-St-Phoenix-AZ-85014/82823499_zpid/,2015-09-09 04:23:39,2015-09-09 04:23:39,33.5184,-112.057,354.528,"5564 N 12th St, Phoenix, AZ 85014, Camelback East",,,,1,3001,300000,closed,,2011-04-11,,2015-09-09 04:23:48,2015-09-09 04:23:48,1948,sales
1950,3275,1950,"2015 E Eugie Ter, Phoenix, AZ 85022",Paradise Valley,2,1,900,zillow_ph,http://www.zillow.com/homedetails/2015-E-Eugie-Ter-Phoenix-AZ-85022/2123608841_zpid/,2015-09-09 04:23:40,2015-09-09 04:23:40,33.6097,-112.039,449.174,"2015 E Eugie Ter, Phoenix, AZ 85022, Paradise Valley",,,,1,3275,330000,open,2012-04-05,,,2015-09-09 04:26:02,2015-09-09 04:26:02,1950,sales
1956,3015,1956,"7154 W Globe Ave, Phoenix, AZ 85043",Estrella,3,2,1711,zillow_ph,http://www.zillow.com/homedetails/7154-W-Globe-Ave-Phoenix-AZ-85043/2115877093_zpid/,2015-09-09 04:23:41,2015-09-09 04:23:41,33.4187,-112.214,307.354,"7154 W Globe Ave, Phoenix, AZ 85043, Estrella",,,,1,3015,105000,open,2012-11-16,,,2015-09-09 04:23:49,2015-09-09 04:23:49,1956,sales
1957,3298,1957,"1512 E Northern Ave, Phoenix, AZ 85020",North Mountain,2,1,1100,zillow_ph,http://www.zillow.com/homedetails/1512-E-Northern-Ave-Phoenix-AZ-85020/7790641_zpid/,2015-09-09 04:23:41,2015-09-09 04:23:41,33.5538,-112.05,391.99,"1512 E Northern Ave, Phoenix, AZ 85020, North Mountain",,,,1,3298,185000,open,2013-03-19,,,2015-09-09 04:26:02,2015-09-09 04:26:02,1957,sales
1961,3023,1961,"2134 E Whitton Ave, Phoenix, AZ 85016",Camelback East,3,2,1602,zillow_ph,http://www.zillow.com/homedetails/2134-E-Whitton-Ave-Phoenix-AZ-85016/7539798_zpid/,2015-09-09 04:23:41,2015-09-09 04:23:41,,,,"2134 E Whitton Ave, Phoenix, AZ 85016, Camelback East",,,,1,3023,129900,closed,2013-09-08,2013-09-18,10,2015-09-09 04:23:49,2015-09-20 20:57:44,1961,sales
1962,3897,1962,"1837 W Buckhorn Trl, Phoenix, AZ 85085",North Gateway,3,2,2180,zillow_ph,http://www.zillow.com/homedetails/1837-W-Buckhorn-Trl-Phoenix-AZ-85085/95159312_zpid/,2015-09-09 04:23:41,2015-09-09 04:23:41,,,,"1837 W Buckhorn Trl, Phoenix, AZ 85085, North Gateway",,,,1,3897,2000,open,2015-09-19,,,2015-09-20 20:52:51,2015-09-20 20:52:51,1962,sales
1966,3032,1966,"1026 W Euclid Ave, Phoenix, AZ 85041",South Mountain,3,2,1999,zillow_ph,http://www.zillow.com/homedetails/1026-W-Euclid-Ave-Phoenix-AZ-85041/62733000_zpid/,2015-09-09 04:23:41,2015-09-09 04:23:41,,,,"1026 W Euclid Ave, Phoenix, AZ 85041, South Mountain",,,,1,3032,227500,open,2015-04-01,,,2015-09-09 04:23:50,2015-09-09 04:23:50,1966,sales
1974,3457,1974,"90 Chaves Ave, San Francisco, CA 94127",Miraloma Park,4,3,2200,zillow_sf,http://www.zillow.com/homedetails/90-Chaves-Ave-San-Francisco-CA-94127/15134699_zpid/,2015-09-19 19:03:33,2015-09-19 19:03:33,37.7424,-122.454,182.728,"90 Chaves Ave, San Francisco, CA 94127, Miraloma Park",,,,1,3457,1000000,closed,,2007-03-20,,2015-09-19 19:09:56,2015-09-19 19:09:56,1974,sales
1976,3358,1976,"1562 Dolores St, San Francisco, CA 94110",Noe Valley,3,2,1400,zillow_sf,http://www.zillow.com/homedetails/1562-Dolores-St-San-Francisco-CA-94110/15183140_zpid/,2015-09-19 19:03:34,2015-09-19 19:03:34,37.7443,-122.425,46.2503,"1562 Dolores St, San Francisco, CA 94110, Noe Valley",,1,1900,1,3358,225000,closed,,1993-03-16,,2015-09-19 19:03:56,2015-09-19 19:03:56,1976,sales
1977,19632,1977,"2157 20th Ave, San Francisco, CA 94116",Parkside,2,1,1700,zillow_sf,http://www.zillow.com/homedetails/2157-20th-Ave-San-Francisco-CA-94116/15117925_zpid/,2015-09-19 19:03:34,2015-09-19 19:03:34,37.7475,-122.477,136.379,"2157 20th Ave, San Francisco, CA 94116, Parkside",,0,1926,1,19632,230000,closed,,2015-10-14,,2015-10-14 03:31:40,2015-10-14 03:31:40,1977,sales
1978,3463,1978,"1050 Filbert St, San Francisco, CA 94133",Russian Hill,3,3,2600,zillow_sf,http://www.zillow.com/homedetails/1050-Filbert-St-San-Francisco-CA-94133/15065351_zpid/,2015-09-19 19:03:34,2015-09-19 19:03:34,37.8007,-122.417,47.6711,"1050 Filbert St, San Francisco, CA 94133, Russian Hill",,0,1907,1,3463,4700000,closed,2013-03-16,2015-10-07,935,2015-09-19 19:09:57,2015-10-07 02:05:11,1978,sales
1979,5017,1979,"242 Cayuga Ave, San Francisco, CA 94112",Mission Terrace,2,1,1474,zillow_sf,http://www.zillow.com/homedetails/242-Cayuga-Ave-San-Francisco-CA-94112/15186431_zpid/,2015-09-19 19:03:34,2015-09-19 19:03:34,37.7306,-122.434,38.3822,"242 Cayuga Ave, San Francisco, CA 94112, Mission Terrace",,1,1931,1,5017,3950,closed,2015-09-24,2015-10-07,13,2015-09-27 06:42:21,2015-10-07 02:05:11,1979,sales
1980,12726,1980,"333 Bush St, San Francisco, CA 94104",Financial District,2,2,1250,zillow_sf,http://www.zillow.com/homedetails/333-Bush-St-San-Francisco-CA-94104/15069263_zpid/,2015-09-19 19:03:35,2015-09-19 19:03:35,37.7906,-122.403,11.6944,"333 Bush St, San Francisco, CA 94104, Financial District",,0,1987,1,12726,1600000,closed,,2015-10-07,,2015-10-07 02:05:11,2015-10-07 02:05:11,1980,sales
1981,3454,1981,"1360 11th Ave, San Francisco, CA 94122",Inner Sunset,3,2,2105,zillow_sf,http://www.zillow.com/homedetails/1360-11th-Ave-San-Francisco-CA-94122/15102714_zpid/,2015-09-19 19:03:35,2015-09-19 19:03:35,37.7629,-122.468,77.8434,"1360 11th Ave, San Francisco, CA 94122, Inner Sunset",,,,1,3454,825000,closed,,2003-12-30,,2015-09-19 19:09:56,2015-09-19 19:09:56,1981,sales
1982,3461,1982,"601 Van Ness Ave, San Francisco, CA 94102",Van Ness - Civic Center,1,1,750,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-San-Francisco-CA-94102/15077981_zpid/,2015-09-19 19:03:35,2015-09-19 19:03:35,37.7812,-122.421,24.455,"601 Van Ness Ave, San Francisco, CA 94102, Van Ness - Civic Center",1,,,1,3461,365000,closed,,2012-08-13,,2015-09-19 19:09:57,2015-09-19 19:09:57,1982,sales
1983,3453,1983,"73 Carver St, San Francisco, CA 94110",Bernal Heights,3,2,1112,zillow_sf,http://www.zillow.com/homedetails/73-Carver-St-San-Francisco-CA-94110/15161660_zpid/,2015-09-19 19:03:35,2015-09-19 19:03:35,37.7421,-122.41,76.7803,"73 Carver St, San Francisco, CA 94110, Bernal Heights",,,,1,3453,546000,closed,,2003-04-08,,2015-09-19 19:09:56,2015-09-19 19:09:56,1983,sales
1984,4330,1984,"2077 Jackson St APT 304, San Francisco, CA 94109",Pacific Heights,1,1,750,zillow_sf,http://www.zillow.com/homedetails/2077-Jackson-St-APT-304-San-Francisco-CA-94109/15073942_zpid/,2015-09-19 19:03:36,2015-10-11 22:38:14,37.7929,-122.429,89.5776,"2077 Jackson St APT 304, San Francisco, CA 94109, Pacific Heights",,0,1959,3,4330,499000,closed,2010-06-20,2011-11-23,521,2015-09-27 06:41:46,2015-09-29 04:03:13,1984,sales
1985,18958,1985,"145 Gardenside Dr APT 7, San Francisco, CA 94131",Twin Peaks,2,1,1080,zillow_sf,http://www.zillow.com/homedetails/145-Gardenside-Dr-APT-7-San-Francisco-CA-94131/15132788_zpid/,2015-09-19 19:03:36,2015-09-19 19:03:36,37.7543,-122.445,205.141,"145 Gardenside Dr APT 7, San Francisco, CA 94131, Twin Peaks",,,,1,18958,30000,closed,,2015-10-12,,2015-10-12 02:43:58,2015-10-12 02:43:58,1985,sales
1986,22856,1986,"37 Maddux Ave, San Francisco, CA 94124",Silver Terrace,4,2,850,zillow_sf,http://www.zillow.com/homedetails/37-Maddux-Ave-San-Francisco-CA-94124/15158196_zpid/,2015-09-19 19:03:36,2015-09-19 19:03:36,37.7346,-122.398,60.0278,"37 Maddux Ave, San Francisco, CA 94124, Silver Terrace",,0,1943,1,22856,288500,closed,,2015-10-19,,2015-10-19 02:42:51,2015-10-19 02:42:51,1986,sales
1987,12728,1987,"89 Vienna St, San Francisco, CA 94112",Excelsior,2,1,900,zillow_sf,http://www.zillow.com/homedetails/89-Vienna-St-San-Francisco-CA-94112/15167681_zpid/,2015-09-19 19:03:36,2015-09-19 19:03:36,37.7268,-122.425,110.641,"89 Vienna St, San Francisco, CA 94112, Excelsior",,0,1900,1,12728,270000,closed,,2015-10-07,,2015-10-07 02:05:11,2015-10-07 02:05:11,1987,sales
1988,4734,1988,"169 Hancock St, San Francisco, CA 94114",Eureka Valley - Dolores Heights - Castro,2,1,1270,zillow_sf,http://www.zillow.com/homedetails/169-Hancock-St-San-Francisco-CA-94114/15144485_zpid/,2015-09-19 19:03:37,2015-10-06 02:55:50,37.76,-122.432,36.3564,"169 Hancock St, San Francisco, CA 94114, Eureka Valley - Dolores Heights - Castro",,,,1,4734,5500,closed,,2015-06-12,,2015-09-27 06:42:04,2015-09-27 06:42:04,1988,sales
1989,4945,1989,"430 Capistrano Ave, San Francisco, CA 94112",Mission Terrace,2,1,1200,zillow_sf,http://www.zillow.com/homedetails/430-Capistrano-Ave-San-Francisco-CA-94112/15141129_zpid/,2015-09-19 19:03:37,2015-09-19 19:03:37,37.7252,-122.439,44.4608,"430 Capistrano Ave, San Francisco, CA 94112, Mission Terrace",,0,1924,1,4945,4800,open,2015-09-18,,,2015-09-27 06:42:18,2015-09-27 06:42:18,1989,sales
1990,4718,1990,"135 Whitney St, San Francisco, CA 94131",Glen Park,4,3,2900,zillow_sf,http://www.zillow.com/homedetails/135-Whitney-St-San-Francisco-CA-94131/15183977_zpid/,2015-09-19 19:03:37,2015-09-19 19:03:37,37.7392,-122.427,83.2013,"135 Whitney St, San Francisco, CA 94131, Glen Park",,0,2010,1,4718,10000,closed,,2015-05-21,,2015-09-27 06:42:03,2015-09-27 06:42:03,1990,sales
1991,3455,1991,"855 Folsom St APT 340, San Francisco, CA 94107",Yerba Buena,1,1,838,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-APT-340-San-Francisco-CA-94107/80752301_zpid/,2015-09-19 19:03:37,2015-10-11 22:38:14,37.781,-122.402,4.13087,"855 Folsom St APT 340, San Francisco, CA 94107, Yerba Buena",1,,,3,3455,700000,closed,,2005-06-30,,2015-09-19 19:09:56,2015-09-19 19:09:56,1991,sales
1992,3374,1992,"310 Stanyan St APT 101, San Francisco, CA 94118",Lone Mountain,1,1,754,zillow_sf,http://www.zillow.com/homedetails/310-Stanyan-St-APT-101-San-Francisco-CA-94118/15085405_zpid/,2015-09-19 19:03:37,2015-09-19 19:03:37,37.7754,-122.454,96.146,"310 Stanyan St APT 101, San Francisco, CA 94118, Lone Mountain",,0,1964,1,3374,250000,closed,,2003-02-20,,2015-09-19 19:03:56,2015-09-19 19:03:56,1992,sales
1993,4366,1993,"8400 Oceanview Ter APT 216, San Francisco, CA 94132",Ingleside Heights,1,1,514,zillow_sf,http://www.zillow.com/homedetails/8400-Oceanview-Ter-APT-216-San-Francisco-CA-94132/67394905_zpid/,2015-09-19 19:03:37,2015-10-11 22:38:15,37.7098,-122.468,78.519,"8400 Oceanview Ter APT 216, San Francisco, CA 94132, Ingleside Heights",,,,2,4366,209000,closed,2011-12-30,2012-03-07,68,2015-09-27 06:41:48,2015-09-27 06:41:48,1993,sales
1994,3474,1994,"4464 23rd St, San Francisco, CA 94114",Noe Valley,3,2,2237,zillow_sf,http://www.zillow.com/homedetails/4464-23rd-St-San-Francisco-CA-94114/61288412_zpid/,2015-09-19 19:03:38,2015-09-19 19:03:38,37.7527,-122.442,138.566,"4464 23rd St, San Francisco, CA 94114, Noe Valley",,,,1,3474,1185000,closed,,2006-11-10,,2015-09-19 19:36:03,2015-09-19 19:36:03,1994,sales
1995,5660,1995,"27 Latona St, San Francisco, CA 94124",Bayview,2,1,970,zillow_sf,http://www.zillow.com/homedetails/27-Latona-St-San-Francisco-CA-94124/15157659_zpid/,2015-09-19 19:03:38,2015-09-19 19:03:38,37.732,-122.392,32.4873,"27 Latona St, San Francisco, CA 94124, Bayview",,0,1960,1,5660,479000,closed,2014-06-05,2014-10-24,141,2015-09-29 04:03:18,2015-10-17 02:02:35,1995,sales
1996,4752,1996,"199 New Montgomery St UNIT 1006, San Francisco, CA 94105",Yerba Buena,1,1,787,zillow_sf,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1006-San-Francisco-CA-94105/80738327_zpid/,2015-09-19 19:03:38,2015-09-19 19:03:38,37.7866,-122.399,7.5217,"199 New Montgomery St UNIT 1006, San Francisco, CA 94105, Yerba Buena",1,,,1,4752,875000,closed,2015-07-06,2015-08-18,43,2015-09-27 06:42:05,2015-09-27 06:42:09,1996,sales
1997,3379,1997,"175 Bluxome St UNIT 324, San Francisco, CA 94107",South of Market,2,2,995,zillow_sf,http://www.zillow.com/homedetails/175-Bluxome-St-UNIT-324-San-Francisco-CA-94107/80740080_zpid/,2015-09-19 19:03:38,2015-09-19 19:03:38,37.7745,-122.4,2.82011,"175 Bluxome St UNIT 324, San Francisco, CA 94107, South of Market",,0,1998,1,3379,1107947,closed,,2005-07-29,,2015-09-19 19:03:56,2015-09-19 19:03:56,1997,sales
1998,3487,1998,"950 Harrison St UNIT 115, San Francisco, CA 94107",South of Market,1,1,911,zillow_sf,http://www.zillow.com/homedetails/950-Harrison-St-UNIT-115-San-Francisco-CA-94107/80734647_zpid/,2015-09-19 19:03:39,2015-09-19 19:03:39,37.7783,-122.403,2.40856,"950 Harrison St UNIT 115, San Francisco, CA 94107, South of Market",,0,2000,1,3487,695000,closed,,2013-10-11,,2015-09-19 19:36:49,2015-09-19 19:36:49,1998,sales
1999,4932,1999,"4658 18th St, San Francisco, CA 94114",Eureka Valley - Dolores Heights - Castro,3,3,1806,zillow_sf,http://www.zillow.com/homedetails/4658-18th-St-San-Francisco-CA-94114/15128528_zpid/,2015-09-19 19:03:39,2015-09-19 19:03:39,37.7606,-122.442,65.1047,"4658 18th St, San Francisco, CA 94114, Eureka Valley - Dolores Heights - Castro",,0,1900,1,4932,7500,open,2015-09-15,,,2015-09-27 06:42:17,2015-09-27 06:42:17,1999,sales
2000,4477,2000,"2611 Divisadero St, San Francisco, CA 94123",Pacific Heights,5,5,3426,zillow_sf,http://www.zillow.com/homedetails/2611-Divisadero-St-San-Francisco-CA-94123/15080810_zpid/,2015-09-19 19:03:39,2015-09-19 19:03:39,37.7938,-122.442,99.2501,"2611 Divisadero St, San Francisco, CA 94123, Pacific Heights",,,,1,4477,17995,open,2013-11-22,,,2015-09-27 06:41:53,2015-09-27 06:41:53,2000,sales
2001,4917,2001,"1314 Dolores St, San Francisco, CA 94110",Eureka Valley - Dolores Heights - Castro,3,1,1200,zillow_sf,http://www.zillow.com/homedetails/1314-Dolores-St-San-Francisco-CA-94110/89237789_zpid/,2015-09-19 19:03:39,2015-10-08 03:40:22,37.7484,-122.425,53.8907,"1314 Dolores St, San Francisco, CA 94110, Eureka Valley - Dolores Heights - Castro",,1,1904,1,4917,6500,open,2015-09-13,,,2015-09-27 06:42:16,2015-09-27 06:42:16,2001,sales
2002,3384,2002,"1126 Ashbury St, San Francisco, CA 94117",Parnassus - Ashbury,2,1,1095,zillow_sf,http://www.zillow.com/homedetails/1126-Ashbury-St-San-Francisco-CA-94117/54854576_zpid/,2015-09-19 19:03:39,2015-09-19 19:03:39,37.7627,-122.447,134.112,"1126 Ashbury St, San Francisco, CA 94117, Parnassus - Ashbury",,,,1,3384,765000,closed,2008-01-21,2008-02-27,37,2015-09-19 19:03:56,2015-09-27 06:41:44,2002,sales
2003,3385,2003,"333 Main St UNIT 5J, San Francisco, CA 94105",South Beach,1,1,824,zillow_sf,http://www.zillow.com/homedetails/333-Main-St-UNIT-5J-San-Francisco-CA-94105/2110781815_zpid/,2015-09-19 19:03:40,2015-09-19 19:03:40,37.789,-122.391,1.80794,"333 Main St UNIT 5J, San Francisco, CA 94105, South Beach",,1,2008,1,3385,620000,closed,,2008-04-16,,2015-09-19 19:03:56,2015-09-19 19:03:56,2003,sales
2004,3485,2004,"325 Berry St APT 716, San Francisco, CA 94158",South of Market,2,2,1208,zillow_sf,http://www.zillow.com/homedetails/325-Berry-St-APT-716-San-Francisco-CA-94158/82786571_zpid/,2015-09-19 19:03:40,2015-10-11 22:38:16,37.7736,-122.396,2.45283,"325 Berry St APT 716, San Francisco, CA 94158, South of Market",,,,7,3485,940000,closed,,2013-09-18,,2015-09-19 19:36:46,2015-09-19 19:36:46,2004,sales
2005,5561,2005,"555 4th St, San Francisco, CA 94107",South of Market,1,1,780,zillow_sf,http://www.zillow.com/homedetails/555-4th-St-San-Francisco-CA-94107/79844263_zpid/,2015-09-19 19:03:40,2015-09-29 04:02:44,37.7795,-122.397,3.48873,"555 4th St, San Francisco, CA 94107, South of Market",,1,2006,1,5561,450000,closed,2012-01-29,2014-04-04,796,2015-09-29 04:03:14,2015-10-17 02:02:32,2005,sales
2007,3481,2007,"1552 Innes Ave, San Francisco, CA 94124",Bayview,3,1,1690,zillow_sf,http://www.zillow.com/homedetails/1552-Innes-Ave-San-Francisco-CA-94124/15155756_zpid/,2015-09-19 19:03:41,2015-09-19 19:03:41,37.7392,-122.388,13.4697,"1552 Innes Ave, San Francisco, CA 94124, Bayview",,,,1,3481,375000,closed,,2012-10-19,,2015-09-19 19:36:31,2015-09-19 19:36:31,2007,sales
2009,8071,2009,"2103 Ellis St, San Francisco, CA 94115",Anza Vista,2,1,0,zillow_sf,http://www.zillow.com/homedetails/2103-Ellis-St-San-Francisco-CA-94115/2118311375_zpid/,2015-09-19 19:03:42,2015-09-19 19:03:42,37.7813,-122.441,67.5664,"2103 Ellis St, San Francisco, CA 94115, Anza Vista",,0,1924,1,8071,5500,closed,,2014-08-01,,2015-10-03 02:17:34,2015-10-03 02:17:34,2009,sales
2010,5717,2010,"480 Mission Bay Blvd N, San Francisco, CA 94158",Mission Bay,2,2,1350,zillow_sf,http://www.zillow.com/homedetails/480-Mission-Bay-Blvd-N-San-Francisco-CA-94158/2115695534_zpid/,2015-09-19 19:03:42,2015-09-19 19:03:42,37.7707,-122.389,2.09847,"480 Mission Bay Blvd N, San Francisco, CA 94158, Mission Bay",,,,1,5717,2219000,closed,,2015-04-02,,2015-09-29 04:03:22,2015-09-29 04:03:22,2010,sales
